rfc,legal_name,registered_date,address,bank_clabe,category,contact_email
TZC920901ZZA,Servicios Mantenimiento 00001001-041 SA de CV,2021-06-15,"Av. Industria 141, Monterrey, Nuevo Leon",646180000103416862,Mantenimiento,contacto00001001-041@proveedor.example.mx
TZA900315ZYA,Servicios Insumos 00001001-039 SA de CV,2024-04-15,"Av. Industria 139, Monterrey, Nuevo Leon",646180000103258486,Insumos,contacto00001001-039@proveedor.example.mx
TYN771208ZRN,Servicios Mantenimiento 00001001-026 SA de CV,2021-09-15,"Av. Industria 126, Monterrey, Nuevo Leon",646180000102229018,Mantenimiento,contacto00001001-026@proveedor.example.mx
TYE980901ZNA,Servicios Consultoria 00001001-017 SA de CV,2022-09-15,"Av. Industria 117, Monterrey, Nuevo Leon",646180000101516308,Consultoria,contacto00001001-017@proveedor.example.mx
TXX911208ZJN,Servicios Tecnologia 00001001-010 SA de CV,2020-02-15,"Av. Industria 110, Monterrey, Nuevo Leon",646180000100961970,Tecnologia,contacto00001001-010@proveedor.example.mx
TZB910622ZYN,Servicios Tecnologia 00001001-040 SA de CV,2020-05-15,"Av. Industria 140, Monterrey, Nuevo Leon",646180000103337679,Tecnologia,contacto00001001-040@proveedor.example.mx
TYL750622ZQN,Servicios Insumos 00001001-024 SA de CV,2024-07-15,"Av. Industria 124, Monterrey, Nuevo Leon",646180000102070636,Insumos,contacto00001001-024@proveedor.example.mx
TYP790622ZSN,Servicios Logistica 00001001-028 SA de CV,2023-02-15,"Av. Industria 128, Monterrey, Nuevo Leon",646180000102387390,Logistica,contacto00001001-028@proveedor.example.mx
TXP831208ZFN,Servicios Consultoria 00001001-002 SA de CV,2022-03-15,"Av. Industria 102, Monterrey, Nuevo Leon",646180000100328458,Consultoria,contacto00001001-002@proveedor.example.mx
TYQ800901ZTA,Servicios Insumos 00001001-029 SA de CV,2024-03-15,"Av. Industria 129, Monterrey, Nuevo Leon",646180000102466583,Insumos,contacto00001001-029@proveedor.example.mx
TXT871208ZHN,Servicios Mantenimiento 00001001-006 SA de CV,2021-07-15,"Av. Industria 106, Monterrey, Nuevo Leon",646180000100645212,Mantenimiento,contacto00001001-006@proveedor.example.mx
TYF991208ZNN,Servicios Logistica 00001001-018 SA de CV,2023-01-15,"Av. Industria 118, Monterrey, Nuevo Leon",646180000101595497,Logistica,contacto00001001-018@proveedor.example.mx
TZE940315AAA,Servicios Logistica 00001001-043 SA de CV,2023-08-15,"Av. Industria 143, Monterrey, Nuevo Leon",646180000103575240,Logistica,contacto00001001-043@proveedor.example.mx
TYU840901ZVA,Servicios Logistica 00001001-033 SA de CV,2023-07-15,"Av. Industria 133, Monterrey, Nuevo Leon",646180000102783347,Logistica,contacto00001001-033@proveedor.example.mx
TZF950622AAN,Servicios Insumos 00001001-044 SA de CV,2024-09-15,"Av. Industria 144, Monterrey, Nuevo Leon",646180000103654433,Insumos,contacto00001001-044@proveedor.example.mx
TYZ891208ZXN,Servicios Logistica 00001001-038 SA de CV,2023-03-15,"Av. Industria 138, Monterrey, Nuevo Leon",646180000103179293,Logistica,contacto00001001-038@proveedor.example.mx
TYH710622ZON,Servicios Tecnologia 00001001-020 SA de CV,2020-03-15,"Av. Industria 120, Monterrey, Nuevo Leon",646180000101753873,Tecnologia,contacto00001001-020@proveedor.example.mx
TZH971208ABN,Servicios Mantenimiento 00001001-046 SA de CV,2021-02-15,"Av. Industria 146, Monterrey, Nuevo Leon",646180000103812819,Mantenimiento,contacto00001001-046@proveedor.example.mx
TYB951208ZLN,Servicios Insumos 00001001-014 SA de CV,2024-06-15,"Av. Industria 114, Monterrey, Nuevo Leon",646180000101278730,Insumos,contacto00001001-014@proveedor.example.mx
TXU880315ZIA,Servicios Consultoria 00001001-007 SA de CV,2022-08-15,"Av. Industria 107, Monterrey, Nuevo Leon",646180000100724405,Consultoria,contacto00001001-007@proveedor.example.mx
TZL711208ADN,Servicios Tecnologia 00001001-050 SA de CV,2020-06-15,"Av. Industria 150, Monterrey, Nuevo Leon",646180000104129572,Tecnologia,contacto00001001-050@proveedor.example.mx
