uuid,issuer_rfc,receiver_rfc,issue_date,subtotal,iva,total,concepto_text,uso_cfdi,forma_pago,metodo_pago,status
INV-00092,YQM980905CKS,YPD931212BTF,2026-06-27,59553.00,9528.48,69081.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00319,YPL711212BXF,YPD931212BTF,2026-02-27,87851.00,14056.16,101907.16,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00165,YQI940905CIS,YPD931212BTF,2026-05-18,37627.00,6020.32,43647.32,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00146,YRB830626CSF,YPD931212BTF,2026-06-20,46767.00,7482.72,54249.72,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00332,YQO700319CLS,YPD931212BTF,2026-01-29,52745.00,8439.20,61184.20,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00071,YQY800905CQS,YPD931212BTF,2026-05-21,70177.00,11228.32,81405.32,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00157,YQD890626CGF,YPD931212BTF,2026-03-26,12250.00,1960.00,14210.00,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00252,YPG960905BUS,YPD931212BTF,2026-01-05,33548.00,5367.68,38915.68,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00107,YQQ720905CMS,YPD931212BTF,2026-02-22,82169.00,13147.04,95316.04,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00014,YPS780905CAS,YPD931212BTF,2026-05-10,31703.00,5072.48,36775.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00103,YQW780319CPS,YPD931212BTF,2026-04-27,46467.00,7434.72,53901.72,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00311,YPX831212CDF,YPD931212BTF,2026-01-17,89556.00,14328.96,103884.96,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00079,YPT791212CBF,YPD931212BTF,2026-05-25,28229.00,4516.64,32745.64,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00127,YQR731212CNF,YPD931212BTF,2026-03-03,34260.00,5481.60,39741.60,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00328,YQA860905CES,YPD931212BTF,2026-02-20,94375.00,15100.00,109475.00,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00123,YQI940905CIS,YPD931212BTF,2026-05-14,88542.00,14166.72,102708.72,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00128,YPO740905BYS,YPD931212BTF,2026-03-29,78713.00,12594.08,91307.08,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00298,YPH971212BVF,YPD931212BTF,2026-01-13,29278.00,4684.48,33962.48,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00220,YQX790626CQF,YPD931212BTF,2026-05-11,15547.00,2487.52,18034.52,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00150,YQT750626COF,YPD931212BTF,2026-03-27,28305.00,4528.80,32833.80,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00240,YPG960905BUS,YPD931212BTF,2026-02-05,33548.00,5367.68,38915.68,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00358,YPT791212CBF,YPD931212BTF,2026-05-27,15827.00,2532.32,18359.32,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00112,YQN991212CLF,YPD931212BTF,2026-01-17,77143.00,12342.88,89485.88,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00212,YQR731212CNF,YPD931212BTF,2026-03-08,12120.00,1939.20,14059.20,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00118,YPF950626BUF,YPD931212BTF,2026-04-05,39556.00,6328.96,45884.96,Cuota mensual: servicios de consultoria operativa,G03,03,PPD,vigente
INV-00224,YQM980905CKS,YPD931212BTF,2026-01-10,23050.00,3688.00,26738.00,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00337,YQW780319CPS,YPD931212BTF,2026-05-02,49995.00,7999.20,57994.20,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00352,YRA820319CRS,YPD931212BTF,2026-06-12,53355.00,8536.80,61891.80,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00042,YPJ990626BWF,YPD931212BTF,2026-02-01,15592.00,2494.72,18086.72,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00262,YQQ720905CMS,YPD931212BTF,2026-02-20,36797.00,5887.52,42684.52,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00115,YPN730626BYF,YPD931212BTF,2026-03-20,42488.00,6798.08,49286.08,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00257,YPP751212BZF,YPD931212BTF,2026-04-09,72607.00,11617.12,84224.12,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00029,YQH930626CIF,YPD931212BTF,2026-05-09,48418.00,7746.88,56164.88,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00141,YPU800319CBS,YPD931212BTF,2026-06-07,55145.00,8823.20,63968.20,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00205,YQP710626CMF,YPD931212BTF,2026-02-10,52400.00,8384.00,60784.00,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00158,YQK960319CJS,YPD931212BTF,2026-06-05,13133.00,2101.28,15234.28,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00019,YPH971212BVF,YPD931212BTF,2026-01-11,84737.00,13557.92,98294.92,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00075,YQF911212CHF,YPD931212BTF,2026-04-13,25459.00,4073.44,29532.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00228,YPN730626BYF,YPD931212BTF,2026-03-23,90340.00,14454.40,104794.40,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00177,YQZ811212CRF,YPD931212BTF,2026-05-30,94529.00,15124.64,109653.64,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00096,YPZ850626CEF,YPD931212BTF,2026-02-05,37211.00,5953.76,43164.76,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00350,YQR731212CNF,YPD931212BTF,2026-03-07,86317.00,13810.72,100127.72,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00289,YQE900905CGS,YPD931212BTF,2026-04-05,53032.00,8485.12,61517.12,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00043,YQC880319CFS,YPD931212BTF,2026-03-13,17790.00,2846.40,20636.40,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00180,YQY800905CQS,YPD931212BTF,2026-05-23,79865.00,12778.40,92643.40,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00188,YQE900905CGS,YPD931212BTF,2026-04-01,20709.00,3313.44,24022.44,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00196,YQZ811212CRF,YPD931212BTF,2026-05-29,44212.00,7073.92,51285.92,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00037,YPZ850626CEF,YPD931212BTF,2026-02-08,48387.00,7741.92,56128.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00278,YPK700905BWS,YPD931212BTF,2026-02-18,43987.00,7037.92,51024.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00209,YQO700319CLS,YPD931212BTF,2026-01-31,26695.00,4271.20,30966.20,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00339,YQC880319CFS,YPD931212BTF,2026-03-14,82063.00,13130.08,95193.08,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00323,YQX790626CQF,YPD931212BTF,2026-05-13,57651.00,9224.16,66875.16,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00301,YPV810626CCF,YPD931212BTF,2026-06-16,36748.00,5879.68,42627.68,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00142,YQW780319CPS,YPD931212BTF,2026-04-28,21732.00,3477.12,25209.12,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00097,YPF950626BUF,YPD931212BTF,2026-05-05,39556.00,6328.96,45884.96,Cuota mensual: servicios de consultoria operativa,G03,03,PPD,vigente
INV-00229,YQY800905CQS,YPD931212BTF,2026-05-18,44512.00,7121.92,51633.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00231,YRB830626CSF,YPD931212BTF,2026-06-23,65423.00,10467.68,75890.68,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00025,YQP710626CMF,YPD931212BTF,2026-02-11,84545.00,13527.20,98072.20,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00057,YQT750626COF,YPD931212BTF,2026-03-24,35049.00,5607.84,40656.84,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00098,YQP710626CMF,YPD931212BTF,2026-02-09,35419.00,5667.04,41086.04,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00045,YPK700905BWS,YPD931212BTF,2026-02-16,76597.00,12255.52,88852.52,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00132,YPK700905BWS,YPD931212BTF,2026-02-13,43045.00,6887.20,49932.20,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00028,YPG960905BUS,YPD931212BTF,2026-05-05,33548.00,5367.68,38915.68,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00217,YPV810626CCF,YPD931212BTF,2026-06-17,57013.00,9122.08,66135.08,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00282,YPX831212CDF,YPD931212BTF,2026-01-13,29683.00,4749.28,34432.28,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00054,YQF911212CHF,YPD931212BTF,2026-04-12,74094.00,11855.04,85949.04,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00227,YQK960319CJS,YPD931212BTF,2026-06-07,36671.00,5867.36,42538.36,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00283,YPW820905CCS,YPD931212BTF,2026-06-27,69445.00,11111.20,80556.20,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00361,YQS740319CNS,YPD931212BTF,2026-03-14,87081.00,13932.96,101013.96,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00355,YQV771212CPF,YPD931212BTF,2026-04-17,59434.00,9509.44,68943.44,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00213,YPF950626BUF,YPD931212BTF,2026-03-05,39556.00,6328.96,45884.96,Cuota mensual: servicios de consultoria operativa,G03,03,PPD,vigente
INV-00270,YPN730626BYF,YPD931212BTF,2026-03-19,71452.00,11432.32,82884.32,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00137,YQU760905COS,YPD931212BTF,2026-04-05,33487.00,5357.92,38844.92,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00026,YQN991212CLF,YPD931212BTF,2026-01-19,67496.00,10799.36,78295.36,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00193,YQA860905CES,YPD931212BTF,2026-02-17,19753.00,3160.48,22913.48,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00336,YPE940319BTS,YPD931212BTF,2026-05-05,31148.00,4983.68,36131.68,Cuota mensual: mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00006,YPE940319BTS,YPD931212BTF,2026-06-05,31148.00,4983.68,36131.68,Cuota mensual: mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00126,YQK960319CJS,YPD931212BTF,2026-06-08,82827.00,13252.32,96079.32,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00178,YQO700319CLS,YPD931212BTF,2026-02-03,37603.00,6016.48,43619.48,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00230,YQV771212CPF,YPD931212BTF,2026-04-21,39436.00,6309.76,45745.76,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00135,YPO740905BYS,YPD931212BTF,2026-04-01,65831.00,10532.96,76363.96,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00163,YPU800319CBS,YPD931212BTF,2026-06-05,85149.00,13623.84,98772.84,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00273,YPN730626BYF,YPD931212BTF,2026-03-17,26998.00,4319.68,31317.68,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00316,YPQ760319BZS,YPD931212BTF,2026-04-25,29258.00,4681.28,33939.28,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00307,YQH930626CIF,YPD931212BTF,2026-05-07,30612.00,4897.92,35509.92,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00160,YQT750626COF,YPD931212BTF,2026-03-28,62762.00,10041.92,72803.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00211,YQV771212CPF,YPD931212BTF,2026-04-18,32217.00,5154.72,37371.72,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00007,YPW820905CCS,YPD931212BTF,2026-06-23,69427.00,11108.32,80535.32,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00053,YPY840319CDS,YPD931212BTF,2026-01-26,46283.00,7405.28,53688.28,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00233,YPR770626CAF,YPD931212BTF,2026-05-01,93584.00,14973.44,108557.44,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00244,YPQ760319BZS,YPD931212BTF,2026-04-19,75621.00,12099.36,87720.36,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00154,YQU760905COS,YPD931212BTF,2026-04-04,26218.00,4194.88,30412.88,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00069,YQD890626CGF,YPD931212BTF,2026-03-24,87047.00,13927.52,100974.52,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00297,YPM720319BXS,YPD931212BTF,2026-03-07,44756.00,7160.96,51916.96,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00134,YPL711212BXF,YPD931212BTF,2026-03-01,35235.00,5637.60,40872.60,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00148,YQR731212CNF,YPD931212BTF,2026-03-06,51720.00,8275.20,59995.20,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00024,YPM720319BXS,YPD931212BTF,2026-03-08,51695.00,8271.20,59966.20,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00254,YQI940905CIS,YPD931212BTF,2026-05-15,48605.00,7776.80,56381.80,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00234,YQI940905CIS,YPD931212BTF,2026-05-19,68810.00,11009.60,79819.60,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00287,YQL970626CKF,YPD931212BTF,2026-06-20,22004.00,3520.64,25524.64,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00065,YQX790626CQF,YPD931212BTF,2026-05-08,68037.00,10885.92,78922.92,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00341,YPR770626CAF,YPD931212BTF,2026-05-04,84603.00,13536.48,98139.48,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00276,YPF950626BUF,YPD931212BTF,2026-02-05,39556.00,6328.96,45884.96,Cuota mensual: servicios de consultoria operativa,G03,03,PPD,vigente
INV-00001,YQL970626CKF,YPD931212BTF,2026-06-22,40656.00,6504.96,47160.96,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00070,YPX831212CDF,YPD931212BTF,2026-01-15,30710.00,4913.60,35623.60,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00259,YPZ850626CEF,YPD931212BTF,2026-02-10,92472.00,14795.52,107267.52,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00138,YPG960905BUS,YPD931212BTF,2026-04-05,33548.00,5367.68,38915.68,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00036,YQB871212CFF,YPD931212BTF,2026-02-26,80102.00,12816.32,92918.32,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00299,YQF911212CHF,YPD931212BTF,2026-04-16,13613.00,2178.08,15791.08,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00325,YQU760905COS,YPD931212BTF,2026-04-06,58453.00,9352.48,67805.48,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00085,YQJ951212CJF,YPD931212BTF,2026-05-31,85773.00,13723.68,99496.68,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00116,YPD931212BTF,ILL831212ZXF,2026-01-30,38000.00,6080.00,44080.00,Venta a credito de servicios operativos 1,G03,03,PPD,vigente
INV-00225,YPN730626BYF,YPD931212BTF,2026-03-21,30722.00,4915.52,35637.52,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00303,YRC840905CSS,YPD931212BTF,2026-02-11,76415.00,12226.40,88641.40,Gestion extraordinaria de rutas y embarques,G03,03,PPD,vigente
INV-00170,YQF911212CHF,YPD931212BTF,2026-04-14,62534.00,10005.44,72539.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00342,YPO740905BYS,YPD931212BTF,2026-03-31,30405.00,4864.80,35269.80,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00052,YQZ811212CRF,YPD931212BTF,2026-06-01,50983.00,8157.28,59140.28,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00191,YRB830626CSF,YPD931212BTF,2026-06-24,85472.00,13675.52,99147.52,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00073,YPM720319BXS,YPD931212BTF,2026-03-12,22824.00,3651.84,26475.84,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00232,YPF950626BUF,YPD931212BTF,2026-01-05,39556.00,6328.96,45884.96,Cuota mensual: servicios de consultoria operativa,G03,03,PPD,vigente
INV-00056,YPL711212BXF,YPD931212BTF,2026-02-22,33881.00,5420.96,39301.96,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00182,YPH971212BVF,YPD931212BTF,2026-01-09,73385.00,11741.60,85126.60,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00183,YQY800905CQS,YPD931212BTF,2026-05-24,83590.00,13374.40,96964.40,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00083,YQS740319CNS,YPD931212BTF,2026-03-17,40568.00,6490.88,47058.88,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00201,YPX831212CDF,YPD931212BTF,2026-01-14,92734.00,14837.44,107571.44,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00113,YQG920319CHS,YPD931212BTF,2026-04-23,71634.00,11461.44,83095.44,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00322,YQP710626CMF,YPD931212BTF,2026-02-14,29247.00,4679.52,33926.52,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00256,YQG920319CHS,YPD931212BTF,2026-04-22,73448.00,11751.68,85199.68,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00166,YPQ760319BZS,YPD931212BTF,2026-04-22,92737.00,14837.92,107574.92,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00172,YPP751212BZF,YPD931212BTF,2026-04-10,19133.00,3061.28,22194.28,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00260,YQB871212CFF,YPD931212BTF,2026-02-27,21282.00,3405.12,24687.12,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00167,YPP751212BZF,YPD931212BTF,2026-04-11,94011.00,15041.76,109052.76,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00125,YRA820319CRS,YPD931212BTF,2026-06-11,88338.00,14134.08,102472.08,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00050,YQW780319CPS,YPD931212BTF,2026-04-26,50895.00,8143.20,59038.20,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00317,YPR770626CAF,YPD931212BTF,2026-04-29,57362.00,9177.92,66539.92,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00200,YPY840319CDS,YPD931212BTF,2026-01-30,77016.00,12322.56,89338.56,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00338,YQN991212CLF,YPD931212BTF,2026-01-20,75530.00,12084.80,87614.80,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00189,YPP751212BZF,YPD931212BTF,2026-04-07,65760.00,10521.60,76281.60,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00353,YQS740319CNS,YPD931212BTF,2026-03-15,22197.00,3551.52,25748.52,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00033,YQE900905CGS,YPD931212BTF,2026-04-06,87690.00,14030.40,101720.40,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00047,YQL970626CKF,YPD931212BTF,2026-06-21,30928.00,4948.48,35876.48,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00236,YQX790626CQF,YPD931212BTF,2026-05-10,89622.00,14339.52,103961.52,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00044,YPD931212BTF,ILL831212ZXF,2026-02-16,61500.00,9840.00,71340.00,Venta a credito de servicios operativos 2,G03,03,PPD,vigente
INV-00034,YPY840319CDS,YPD931212BTF,2026-01-28,43366.00,6938.56,50304.56,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00066,YQD890626CGF,YPD931212BTF,2026-03-21,58168.00,9306.88,67474.88,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00216,YQY800905CQS,YPD931212BTF,2026-05-22,32086.00,5133.76,37219.76,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00320,YPS780905CAS,YPD931212BTF,2026-05-13,93201.00,14912.16,108113.16,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00210,YQQ720905CMS,YPD931212BTF,2026-02-25,54968.00,8794.88,63762.88,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00221,YQD890626CGF,YPD931212BTF,2026-03-22,51202.00,8192.32,59394.32,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00179,YQG920319CHS,YPD931212BTF,2026-04-24,85911.00,13745.76,99656.76,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00343,YPP751212BZF,YPD931212BTF,2026-04-13,62761.00,10041.76,72802.76,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00258,YRB830626CSF,YPD931212BTF,2026-06-22,55511.00,8881.76,64392.76,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00063,YPK700905BWS,YPD931212BTF,2026-02-17,63327.00,10132.32,73459.32,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00318,YRB830626CSF,YPD931212BTF,2026-06-25,43008.00,6881.28,49889.28,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00002,YPG960905BUS,YPD931212BTF,2026-06-05,33548.00,5367.68,38915.68,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00114,YQC880319CFS,YPD931212BTF,2026-03-12,31827.00,5092.32,36919.32,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00169,YQO700319CLS,YPD931212BTF,2026-01-30,65245.00,10439.20,75684.20,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00133,YQS740319CNS,YPD931212BTF,2026-03-13,91186.00,14589.76,105775.76,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00149,YQJ951212CJF,YPD931212BTF,2026-05-27,58601.00,9376.16,67977.16,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00194,YQV771212CPF,YPD931212BTF,2026-04-15,65621.00,10499.36,76120.36,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00088,YQX790626CQF,YPD931212BTF,2026-05-09,90158.00,14425.28,104583.28,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00333,YQJ951212CJF,YPD931212BTF,2026-05-25,74398.00,11903.68,86301.68,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00110,YQH930626CIF,YPD931212BTF,2026-05-08,94578.00,15132.48,109710.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00159,YQP710626CMF,YPD931212BTF,2026-02-08,15670.00,2507.20,18177.20,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00156,YPI980319BVS,YPD931212BTF,2026-01-20,30697.00,4911.52,35608.52,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00356,YQB871212CFF,YPD931212BTF,2026-03-02,18809.00,3009.44,21818.44,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00021,YQE900905CGS,YPD931212BTF,2026-04-04,33180.00,5308.80,38488.80,Servicios de consultoria operativa,G03,03,PPD,vigente
