rfc,legal_name,registered_date,address,bank_clabe,category,contact_email
DDI760327EHY,Servicios Insumos 00001202-004 SA de CV,2024-05-15,"Av. Industria 104, Monterrey, Nuevo Leon",646180000120600907,Insumos,contacto00001202-004@proveedor.example.mx
DEL750606EWL,Servicios Logistica 00001202-033 SA de CV,2023-07-15,"Av. Industria 133, Monterrey, Nuevo Leon",646180000122897417,Logistica,contacto00001202-033@proveedor.example.mx
DFD931220FFL,Servicios Consultoria 00001202-051 SA de CV,2021-07-15,"Av. Industria 151, Monterrey, Nuevo Leon",646180008039521713,Consultoria,contacto00001202-051@proveedor.example.mx
DDU880327ENY,Servicios Mantenimiento 00001202-016 SA de CV,2021-08-15,"Av. Industria 116, Monterrey, Nuevo Leon",646180000121551181,Mantenimiento,contacto00001202-016@proveedor.example.mx
DDT871220ENL,Servicios Tecnologia 00001202-015 SA de CV,2020-07-15,"Av. Industria 115, Monterrey, Nuevo Leon",646180000121471999,Tecnologia,contacto00001202-015@proveedor.example.mx
DEF991220ETL,Servicios Consultoria 00001202-027 SA de CV,2022-01-15,"Av. Industria 127, Monterrey, Nuevo Leon",646180000122422277,Consultoria,contacto00001202-027@proveedor.example.mx
DEZ891220FDL,Servicios Consultoria 00001202-047 SA de CV,2022-03-15,"Av. Industria 147, Monterrey, Nuevo Leon",646180000124006073,Consultoria,contacto00001202-047@proveedor.example.mx
DEV851220FBL,Servicios Logistica 00001202-043 SA de CV,2023-08-15,"Av. Industria 143, Monterrey, Nuevo Leon",646180000123689310,Logistica,contacto00001202-043@proveedor.example.mx
DDJ770606EIL,Servicios Tecnologia 00001202-005 SA de CV,2020-06-15,"Av. Industria 105, Monterrey, Nuevo Leon",646180000120680095,Tecnologia,contacto00001202-005@proveedor.example.mx
DEE980913ESY,Servicios Mantenimiento 00001202-026 SA de CV,2021-09-15,"Av. Industria 126, Monterrey, Nuevo Leon",646180000122343084,Mantenimiento,contacto00001202-026@proveedor.example.mx
DDR850606EML,Servicios Logistica 00001202-013 SA de CV,2023-05-15,"Av. Industria 113, Monterrey, Nuevo Leon",646180000121313617,Logistica,contacto00001202-013@proveedor.example.mx
DDY920327EPY,Servicios Tecnologia 00001202-020 SA de CV,2020-03-15,"Av. Industria 120, Monterrey, Nuevo Leon",646180000121867943,Tecnologia,contacto00001202-020@proveedor.example.mx
DES820327EZY,Servicios Tecnologia 00001202-040 SA de CV,2020-05-15,"Av. Industria 140, Monterrey, Nuevo Leon",646180000123451742,Tecnologia,contacto00001202-040@proveedor.example.mx
DEU840913FAY,Servicios Consultoria 00001202-042 SA de CV,2022-07-15,"Av. Industria 142, Monterrey, Nuevo Leon",646180000123610127,Consultoria,contacto00001202-042@proveedor.example.mx
DEJ731220EVL,Servicios Mantenimiento 00001202-031 SA de CV,2021-05-15,"Av. Industria 131, Monterrey, Nuevo Leon",646180000122739038,Mantenimiento,contacto00001202-031@proveedor.example.mx
DDH751220EHL,Servicios Logistica 00001202-003 SA de CV,2023-04-15,"Av. Industria 103, Monterrey, Nuevo Leon",646180000120521714,Logistica,contacto00001202-003@proveedor.example.mx
DEG700327ETY,Servicios Logistica 00001202-028 SA de CV,2023-02-15,"Av. Industria 128, Monterrey, Nuevo Leon",646180000122501460,Logistica,contacto00001202-028@proveedor.example.mx
DEY880913FCY,Servicios Mantenimiento 00001202-046 SA de CV,2021-02-15,"Av. Industria 146, Monterrey, Nuevo Leon",646180000123926882,Mantenimiento,contacto00001202-046@proveedor.example.mx
DDV890606EOL,Servicios Consultoria 00001202-017 SA de CV,2022-09-15,"Av. Industria 117, Monterrey, Nuevo Leon",646180000121630374,Consultoria,contacto00001202-017@proveedor.example.mx
DEK740327EVY,Servicios Consultoria 00001202-032 SA de CV,2022-06-15,"Av. Industria 132, Monterrey, Nuevo Leon",646180000122818221,Consultoria,contacto00001202-032@proveedor.example.mx
DEP790606EYL,Servicios Consultoria 00001202-037 SA de CV,2022-02-15,"Av. Industria 137, Monterrey, Nuevo Leon",646180000123214170,Consultoria,contacto00001202-037@proveedor.example.mx
DED970606ESL,Servicios Tecnologia 00001202-025 SA de CV,2020-08-15,"Av. Industria 125, Monterrey, Nuevo Leon",646180000122263892,Tecnologia,contacto00001202-025@proveedor.example.mx
DET830606FAL,Servicios Mantenimiento 00001202-041 SA de CV,2021-06-15,"Av. Industria 141, Monterrey, Nuevo Leon",646180000123530935,Mantenimiento,contacto00001202-041@proveedor.example.mx
DEQ800913EYY,Servicios Logistica 00001202-038 SA de CV,2023-03-15,"Av. Industria 138, Monterrey, Nuevo Leon",646180000123293366,Logistica,contacto00001202-038@proveedor.example.mx
DFI980327FHY,Servicios Logistica 00001202-056 SA de CV,2021-03-15,"Av. Industria 156, Monterrey, Nuevo Leon",646180000124718785,Logistica,contacto00001202-056@proveedor.example.mx
DEA940913EQY,Servicios Consultoria 00001202-022 SA de CV,2022-05-15,"Av. Industria 122, Monterrey, Nuevo Leon",646180000122026327,Consultoria,contacto00001202-022@proveedor.example.mx
DFC920913FEY,Servicios Tecnologia 00001202-050 SA de CV,2020-06-15,"Av. Industria 150, Monterrey, Nuevo Leon",646180000124243645,Tecnologia,contacto00001202-050@proveedor.example.mx
DEX870606FCL,Servicios Tecnologia 00001202-045 SA de CV,2020-01-15,"Av. Industria 145, Monterrey, Nuevo Leon",646180000123847699,Tecnologia,contacto00001202-045@proveedor.example.mx
DDO820913EKY,Servicios Tecnologia 00001202-010 SA de CV,2020-02-15,"Av. Industria 110, Monterrey, Nuevo Leon",646180000121076048,Tecnologia,contacto00001202-010@proveedor.example.mx
DEI720913EUY,Servicios Tecnologia 00001202-030 SA de CV,2020-04-15,"Av. Industria 130, Monterrey, Nuevo Leon",646180000122659846,Tecnologia,contacto00001202-030@proveedor.example.mx
DFB910606FEL,Servicios Insumos 00001202-049 SA de CV,2024-05-15,"Av. Industria 149, Monterrey, Nuevo Leon",646180000124164452,Insumos,contacto00001202-049@proveedor.example.mx
DDK780913EIY,Servicios Mantenimiento 00001202-006 SA de CV,2021-07-15,"Av. Industria 106, Monterrey, Nuevo Leon",646180000120759285,Mantenimiento,contacto00001202-006@proveedor.example.mx
DDS860913EMY,Servicios Insumos 00001202-014 SA de CV,2024-06-15,"Av. Industria 114, Monterrey, Nuevo Leon",646180000121392803,Insumos,contacto00001202-014@proveedor.example.mx
