uuid,issuer_rfc,receiver_rfc,issue_date,subtotal,iva,total,concepto_text,uso_cfdi,forma_pago,metodo_pago,status
INV-00346,YNH750424BYX,YMT911010BRX,2026-05-05,60193.00,9630.88,69823.88,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00186,YOJ730424CMX,YMT911010BRX,2026-03-28,20866.00,3338.56,24204.56,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00038,YMU920117BSK,YMT911010BRX,2026-01-05,29738.00,4758.08,34496.08,Cuota mensual: mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00011,YNK780117CAK,YMT911010BRX,2026-06-04,73313.00,11730.08,85043.08,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00281,YNF731010BXX,YMT911010BRX,2026-04-12,64474.00,10315.84,74789.84,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00341,YNZ931010CHX,YMT911010BRX,2026-05-28,83560.00,13369.60,96929.60,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00051,YNA980703BVK,YMT911010BRX,2026-02-11,32646.00,5223.36,37869.36,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00359,YNT870424CEX,YMT911010BRX,2026-03-26,90449.00,14471.84,104920.84,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00278,YOO780703CPK,YMT911010BRX,2026-05-18,71269.00,11403.04,82672.04,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00280,YNF731010BXX,YMT911010BRX,2026-04-14,60167.00,9626.72,69793.72,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00032,YNB991010BVX,YMT911010BRX,2026-02-22,30911.00,4945.76,35856.76,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00026,YOR810424CQX,YMT911010BRX,2026-06-24,86616.00,13858.56,100474.56,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00266,YMX951010BTX,YMT911010BRX,2026-01-13,63913.00,10226.08,74139.08,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00139,YOM760117COK,YMT911010BRX,2026-04-30,71721.00,11475.36,83196.36,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00172,YOP791010CPX,YMT911010BRX,2026-05-29,43012.00,6881.92,49893.92,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00015,YNA980703BVK,YMT911010BRX,2026-02-17,43735.00,6997.60,50732.60,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00293,YOB950424CIX,YMT911010BRX,2026-06-22,64309.00,10289.44,74598.44,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00047,YOH711010CLX,YMT911010BRX,2026-03-03,90621.00,14499.36,105120.36,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00230,YNR851010CDX,YMT911010BRX,2026-02-26,37571.00,6011.36,43582.36,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00232,YMU920117BSK,YMT911010BRX,2026-02-05,29738.00,4758.08,34496.08,Cuota mensual: mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00188,YOC960703CJK,YMT911010BRX,2026-01-12,33845.00,5415.20,39260.20,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00311,YOH711010CLX,YMT911010BRX,2026-03-04,24659.00,3945.44,28604.44,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00124,YNY920703CHK,YMT911010BRX,2026-05-18,58600.00,9376.00,67976.00,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00161,YOO780703CPK,YMT911010BRX,2026-05-24,63126.00,10100.16,73226.16,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00082,YNM800703CBK,YMT911010BRX,2026-06-27,13420.00,2147.20,15567.20,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00089,YOE980117CKK,YMT911010BRX,2026-02-03,72246.00,11559.36,83805.36,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00088,YOA940117CIK,YMT911010BRX,2026-06-05,91070.00,14571.20,105641.20,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00184,YNN811010CBX,YMT911010BRX,2026-01-17,63265.00,10122.40,73387.40,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00170,YNS860117CEK,YMT911010BRX,2026-03-11,60061.00,9609.76,69670.76,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00087,YNL790424CAX,YMT911010BRX,2026-06-18,62377.00,9980.32,72357.32,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00220,YOC960703CJK,YMT911010BRX,2026-01-10,37053.00,5928.48,42981.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00040,YOP791010CPX,YMT911010BRX,2026-05-31,18012.00,2881.92,20893.92,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00018,YOF990424CKX,YMT911010BRX,2026-02-14,76559.00,12249.44,88808.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00147,YNG740117BYK,YMT911010BRX,2026-04-21,48299.00,7727.84,56026.84,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00252,YNW900117CGK,YMT911010BRX,2026-04-25,42131.00,6740.96,48871.96,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00223,YOO780703CPK,YMT911010BRX,2026-05-21,84161.00,13465.76,97626.76,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00199,YOE980117CKK,YMT911010BRX,2026-01-30,90909.00,14545.44,105454.44,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00247,YOI720117CMK,YMT911010BRX,2026-03-16,83962.00,13433.92,97395.92,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00017,YOG700703CLK,YMT911010BRX,2026-02-24,27627.00,4420.32,32047.32,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00034,YMY960117BUK,YMT911010BRX,2026-01-24,83647.00,13383.52,97030.52,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00156,YNW900117CGK,YMT911010BRX,2026-04-27,44515.00,7122.40,51637.40,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00347,YNZ931010CHX,YMT911010BRX,2026-05-30,76815.00,12290.40,89105.40,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00260,YOB950424CIX,YMT911010BRX,2026-06-19,68949.00,11031.84,79980.84,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00236,YOQ800117CQK,YMT911010BRX,2026-06-11,66790.00,10686.40,77476.40,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00140,YOG700703CLK,YMT911010BRX,2026-02-22,25341.00,4054.56,29395.56,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00118,YON770424COX,YMT911010BRX,2026-05-12,22706.00,3632.96,26338.96,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00326,YOH711010CLX,YMT911010BRX,2026-03-06,32442.00,5190.72,37632.72,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00324,YOO780703CPK,YMT911010BRX,2026-05-22,18685.00,2989.60,21674.60,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00261,YNV891010CFX,YMT911010BRX,2026-04-13,63268.00,10122.88,73390.88,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00063,YOK740703CNK,YMT911010BRX,2026-04-06,85543.00,13686.88,99229.88,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00198,YOI720117CMK,YMT911010BRX,2026-03-14,68631.00,10980.96,79611.96,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00079,YNK780117CAK,YMT911010BRX,2026-06-01,27367.00,4378.72,31745.72,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00060,YNM800703CBK,YMT911010BRX,2026-06-25,92667.00,14826.72,107493.72,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00165,YNX910424CGX,YMT911010BRX,2026-05-06,58928.00,9428.48,68356.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00212,YOM760117COK,YMT911010BRX,2026-04-27,47193.00,7550.88,54743.88,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00081,YNF731010BXX,YMT911010BRX,2026-04-07,90379.00,14460.64,104839.64,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00003,YOQ800117CQK,YMT911010BRX,2026-06-13,39195.00,6271.20,45466.20,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00159,YOK740703CNK,YMT911010BRX,2026-04-04,31677.00,5068.32,36745.32,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00355,YOE980117CKK,YMT911010BRX,2026-02-01,65230.00,10436.80,75666.80,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00200,YOF990424CKX,YMT911010BRX,2026-02-11,46259.00,7401.44,53660.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00180,YNU880703CFK,YMT911010BRX,2026-04-02,65225.00,10436.00,75661.00,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00111,YNU880703CFK,YMT911010BRX,2026-04-01,78314.00,12530.24,90844.24,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00183,YMZ970424BUX,YMT911010BRX,2026-02-05,47841.00,7654.56,55495.56,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00289,YOC960703CJK,YMT911010BRX,2026-06-28,50639.00,8102.24,58741.24,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00162,YMZ970424BUX,YMT911010BRX,2026-02-02,85831.00,13732.96,99563.96,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00279,YOJ730424CMX,YMT911010BRX,2026-03-29,46278.00,7404.48,53682.48,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00056,YOI720117CMK,YMT911010BRX,2026-03-13,49171.00,7867.36,57038.36,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00335,YNN811010CBX,YMT911010BRX,2026-01-13,46965.00,7514.40,54479.40,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00321,YNR851010CDX,YMT911010BRX,2026-03-04,47824.00,7651.84,55475.84,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00106,YNZ931010CHX,YMT911010BRX,2026-05-25,60343.00,9654.88,69997.88,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00020,YOR810424CQX,YMT911010BRX,2026-06-21,73869.00,11819.04,85688.04,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00312,YNH750424BYX,YMT911010BRX,2026-04-30,52195.00,8351.20,60546.20,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00057,YNJ771010BZX,YMT911010BRX,2026-05-27,41335.00,6613.60,47948.60,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00121,YOK740703CNK,YMT911010BRX,2026-04-08,17299.00,2767.84,20066.84,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00338,YOA940117CIK,YMT911010BRX,2026-06-07,83088.00,13294.08,96382.08,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00134,YNN811010CBX,YMT911010BRX,2026-01-16,34907.00,5585.12,40492.12,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00043,YMU920117BSK,YMT911010BRX,2026-03-05,29738.00,4758.08,34496.08,Cuota mensual: mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00129,YOQ800117CQK,YMT911010BRX,2026-06-15,83991.00,13438.56,97429.56,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00095,YNN811010CBX,YMT911010BRX,2026-01-19,71777.00,11484.32,83261.32,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00291,YNU880703CFK,YMT911010BRX,2026-04-05,23349.00,3735.84,27084.84,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00064,YNB991010BVX,YMT911010BRX,2026-02-27,82784.00,13245.44,96029.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00282,YOL751010CNX,YMT911010BRX,2026-04-19,27779.00,4444.64,32223.64,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00222,YOL751010CNX,YMT911010BRX,2026-04-18,77407.00,12385.12,89792.12,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00155,YNG740117BYK,YMT911010BRX,2026-04-22,69159.00,11065.44,80224.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00349,YNN811010CBX,YMT911010BRX,2026-01-15,87725.00,14036.00,101761.00,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00246,YOM760117COK,YMT911010BRX,2026-05-01,43058.00,6889.28,49947.28,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00083,YND710424BWX,YMT911010BRX,2026-03-20,13517.00,2162.72,15679.72,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00132,YOD971010CJX,YMT911010BRX,2026-01-18,15683.00,2509.28,18192.28,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00058,YNI760703BZK,YMT911010BRX,2026-05-15,43484.00,6957.44,50441.44,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00334,YNT870424CEX,YMT911010BRX,2026-03-24,25143.00,4022.88,29165.88,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00309,YOM760117COK,YMT911010BRX,2026-05-02,31890.00,5102.40,36992.40,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00110,YNA980703BVK,YMT911010BRX,2026-02-13,94435.00,15109.60,109544.60,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00284,YNH750424BYX,YMT911010BRX,2026-05-03,58393.00,9342.88,67735.88,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00274,YNK780117CAK,YMT911010BRX,2026-06-03,18587.00,2973.92,21560.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00201,YNX910424CGX,YMT911010BRX,2026-05-07,40558.00,6489.28,47047.28,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00067,YNV891010CFX,YMT911010BRX,2026-04-12,61476.00,9836.16,71312.16,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00150,YMW940703BTK,YMT911010BRX,2026-04-05,31321.00,5011.36,36332.36,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00354,YOC960703CJK,YMT911010BRX,2026-06-29,76978.00,12316.48,89294.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00268,YNP830424CCX,YMT911010BRX,2026-02-06,53369.00,8539.04,61908.04,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00241,YOC960703CJK,YMT911010BRX,2026-01-09,88275.00,14124.00,102399.00,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00218,YNC700117BWK,YMT911010BRX,2026-03-08,43716.00,6994.56,50710.56,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00108,YOG700703CLK,YMT911010BRX,2026-02-21,85375.00,13660.00,99035.00,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00050,YNC700117BWK,YMT911010BRX,2026-03-11,53036.00,8485.76,61521.76,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00114,YNB991010BVX,YMT911010BRX,2026-03-01,43906.00,7024.96,50930.96,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00059,YNV891010CFX,YMT911010BRX,2026-04-16,69285.00,11085.60,80370.60,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00016,YNK780117CAK,YMT911010BRX,2026-06-05,15112.00,2417.92,17529.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00253,YNU880703CFK,YMT911010BRX,2026-04-03,33297.00,5327.52,38624.52,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00304,YNP830424CCX,YMT911010BRX,2026-02-08,69943.00,11190.88,81133.88,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00328,YOK740703CNK,YMT911010BRX,2026-04-10,37886.00,6061.76,43947.76,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00077,YNH750424BYX,YMT911010BRX,2026-05-02,59649.00,9543.84,69192.84,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00105,YNC700117BWK,YMT911010BRX,2026-03-07,23925.00,3828.00,27753.00,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00080,YNU880703CFK,YMT911010BRX,2026-03-31,52862.00,8457.92,61319.92,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00288,YMZ970424BUX,YMT911010BRX,2026-02-06,83929.00,13428.64,97357.64,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00100,YOH711010CLX,YMT911010BRX,2026-03-07,38279.00,6124.64,44403.64,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00295,YNW900117CGK,YMT911010BRX,2026-04-22,81202.00,12992.32,94194.32,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00046,YMY960117BUK,YMT911010BRX,2026-01-20,40349.00,6455.84,46804.84,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00065,YNY920703CHK,YMT911010BRX,2026-05-17,24602.00,3936.32,28538.32,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00255,YNI760703BZK,YMT911010BRX,2026-05-14,41809.00,6689.44,48498.44,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00332,YNE720703BXK,YMT911010BRX,2026-04-01,28081.00,4492.96,32573.96,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00033,YMW940703BTK,YMT911010BRX,2026-05-05,31321.00,5011.36,36332.36,Cuota mensual: servicios de logistica y entrega,G03,03,PPD,vigente
INV-00271,YNF731010BXX,YMT911010BRX,2026-04-08,59942.00,9590.72,69532.72,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00327,YNC700117BWK,YMT911010BRX,2026-03-05,94504.00,15120.64,109624.64,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00109,YOB950424CIX,YMT911010BRX,2026-06-20,45942.00,7350.72,53292.72,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00231,YND710424BWX,YMT911010BRX,2026-03-21,64484.00,10317.44,74801.44,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00205,YNJ771010BZX,YMT911010BRX,2026-05-25,66592.00,10654.72,77246.72,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00190,YOR810424CQX,YMT911010BRX,2026-06-22,69031.00,11044.96,80075.96,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00322,YOJ730424CMX,YMT911010BRX,2026-03-30,47814.00,7650.24,55464.24,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00353,YON770424COX,YMT911010BRX,2026-05-08,72318.00,11570.88,83888.88,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00013,YND710424BWX,YMT911010BRX,2026-03-23,49453.00,7912.48,57365.48,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00012,YNY920703CHK,YMT911010BRX,2026-05-14,92895.00,14863.20,107758.20,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00182,YNA980703BVK,YMT911010BRX,2026-02-14,94349.00,15095.84,109444.84,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00008,YNP830424CCX,YMT911010BRX,2026-02-09,60077.00,9612.32,69689.32,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00053,YOQ800117CQK,YMT911010BRX,2026-06-12,35251.00,5640.16,40891.16,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00197,YOD971010CJX,YMT911010BRX,2026-01-19,87346.00,13975.36,101321.36,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00227,YNM800703CBK,YMT911010BRX,2026-06-26,91766.00,14682.56,106448.56,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00283,YNT870424CEX,YMT911010BRX,2026-03-20,19263.00,3082.08,22345.08,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00078,YOF990424CKX,YMT911010BRX,2026-02-08,23671.00,3787.36,27458.36,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00306,YOE980117CKK,YMT911010BRX,2026-02-02,49848.00,7975.68,57823.68,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00323,YNS860117CEK,YMT911010BRX,2026-03-12,12175.00,1948.00,14123.00,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00233,YNL790424CAX,YMT911010BRX,2026-06-13,31378.00,5020.48,36398.48,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00292,YNE720703BXK,YMT911010BRX,2026-03-30,27078.00,4332.48,31410.48,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00002,YNW900117CGK,YMT911010BRX,2026-04-26,62849.00,10055.84,72904.84,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00242,YOI720117CMK,YMT911010BRX,2026-03-15,52332.00,8373.12,60705.12,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00151,YOK740703CNK,YMT911010BRX,2026-04-07,32384.00,5181.44,37565.44,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00267,YOR810424CQX,YMT911010BRX,2026-06-25,19308.00,3089.28,22397.28,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00224,YNS860117CEK,YMT911010BRX,2026-03-13,87518.00,14002.88,101520.88,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00177,YNG740117BYK,YMT911010BRX,2026-04-24,93275.00,14924.00,108199.00,Servicios de logistica y entrega,G03,03,PPD,vigente
INV-00022,YOI720117CMK,YMT911010BRX,2026-03-19,14639.00,2342.24,16981.24,Mantenimiento preventivo de instalaciones,G03,03,PPD,vigente
INV-00174,YNI760703BZK,YMT911010BRX,2026-05-16,54242.00,8678.72,62920.72,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00157,YOO780703CPK,YMT911010BRX,2026-05-19,12180.00,1948.80,14128.80,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00179,YNK780117CAK,YMT911010BRX,2026-06-06,91836.00,14693.76,106529.76,Servicios de consultoria operativa,G03,03,PPD,vigente
INV-00135,YOB950424CIX,YMT911010BRX,2026-06-16,15530.00,2484.80,18014.80,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00297,YNX910424CGX,YMT911010BRX,2026-05-08,72210.00,11553.60,83763.60,Soporte y licencias de tecnologia,G03,03,PPD,vigente
INV-00192,YNC700117BWK,YMT911010BRX,2026-03-06,14846.00,2375.36,17221.36,Suministro de insumos de produccion,G03,03,PPD,vigente
INV-00331,YNI760703BZK,YMT911010BRX,2026-05-13,43061.00,6889.76,49950.76,Soporte y licencias de tecnologia,G03,03,PPD,vigente
