entry_id,date,account_code,account_name,debit,credit,description,invoice_uuid,cost_center,approver
17,2026-02-18,5000,Gastos operativos,71601.00,0.00,Registro factura INV-00175,INV-00175,CC-100 Operaciones,Bruno Garcia 02 00001101
18,2026-06-03,2100,Cuentas por pagar,0.00,29305.08,Registro factura INV-00173,INV-00173,CC-100 Operaciones,Carla Soto 09 00001101
19,2026-04-08,2100,Cuentas por pagar,0.00,20066.84,Registro factura INV-00121,INV-00121,CC-100 Operaciones,Ana Ruiz 07 00001101
20,2026-05-18,5000,Gastos operativos,58600.00,0.00,Registro factura INV-00124,INV-00124,CC-100 Operaciones,Elena Mora 05 00001101
21,2026-03-10,1180,IVA acreditable,11514.56,0.00,Registro factura INV-00345,INV-00345,CC-100 Operaciones,Diego Luna 10 00001101
22,2026-02-09,2100,Cuentas por pagar,0.00,108838.16,Registro factura INV-00074,INV-00074,CC-100 Operaciones,Ana Ruiz 01 00001101
23,2026-06-07,1180,IVA acreditable,13294.08,0.00,Registro factura INV-00338,INV-00338,CC-100 Operaciones,Carla Soto 03 00001101
24,2026-03-24,1020,Bancos,0.00,79611.96,Pago factura INV-00198,INV-00198,CC-100 Operaciones,Bruno Garcia 02 00001101
25,2026-02-28,2100,Cuentas por pagar,38427.32,0.00,Pago factura INV-00337,INV-00337,CC-100 Operaciones,Bruno Garcia 02 00001101
26,2026-06-26,5000,Gastos operativos,80651.00,0.00,Registro factura INV-00120,INV-00120,CC-100 Operaciones,Bruno Garcia 08 00001101
27,2026-01-05,1180,IVA acreditable,5011.36,0.00,Registro factura INV-00014,INV-00014,CC-100 Operaciones,Diego Luna 04 00001101
28,2026-06-13,1180,IVA acreditable,6271.20,0.00,Registro factura INV-00003,INV-00003,CC-100 Operaciones,Carla Soto 03 00001101
29,2026-03-21,1180,IVA acreditable,8570.08,0.00,Registro factura INV-00131,INV-00131,CC-100 Operaciones,Carla Soto 09 00001101
30,2026-02-12,5000,Gastos operativos,68455.00,0.00,Registro factura INV-00333,INV-00333,CC-100 Operaciones,Bruno Garcia 02 00001101
31,2026-01-12,2100,Cuentas por pagar,0.00,39260.20,Registro factura INV-00188,INV-00188,CC-100 Operaciones,Carla Soto 03 00001101
32,2026-06-05,2100,Cuentas por pagar,0.00,17529.92,Registro factura INV-00016,INV-00016,CC-100 Operaciones,Ana Ruiz 01 00001101
33,2026-06-05,2100,Cuentas por pagar,0.00,34496.08,Registro factura INV-00273,INV-00273,CC-100 Operaciones,Ana Ruiz 07 00001101
34,2026-02-22,5000,Gastos operativos,30911.00,0.00,Registro factura INV-00032,INV-00032,CC-100 Operaciones,Diego Luna 04 00001101
35,2026-04-11,2100,Cuentas por pagar,0.00,107657.28,Registro factura INV-00075,INV-00075,CC-100 Operaciones,Fabian Rios 06 00001101
36,2026-01-26,2100,Cuentas por pagar,97803.08,0.00,Pago factura INV-00153,INV-00153,CC-100 Operaciones,Bruno Garcia 02 00001101
37,2026-02-03,2100,Cuentas por pagar,108659.52,0.00,Pago factura INV-00028,INV-00028,CC-100 Operaciones,Bruno Garcia 02 00001101
38,2026-04-26,2100,Cuentas por pagar,80370.60,0.00,Pago factura INV-00059,INV-00059,CC-100 Operaciones,Bruno Garcia 02 00001101
39,2026-06-20,2100,Cuentas por pagar,0.00,64036.64,Registro factura INV-00144,INV-00144,CC-100 Operaciones,Fabian Rios 06 00001101
40,2026-05-13,5000,Gastos operativos,61249.00,0.00,Registro factura INV-00178,INV-00178,CC-100 Operaciones,Diego Luna 04 00001101
41,2026-03-12,1020,Bancos,0.00,31158.52,Pago factura INV-00171,INV-00171,CC-100 Operaciones,Bruno Garcia 02 00001101
42,2026-04-16,5000,Gastos operativos,12872.00,0.00,Registro factura INV-00299,INV-00299,CC-100 Operaciones,Ana Ruiz 07 00001101
43,2026-02-17,2100,Cuentas por pagar,0.00,50732.60,Registro factura INV-00015,INV-00015,CC-100 Operaciones,Elena Mora 05 00001101
44,2026-02-18,2100,Cuentas por pagar,81133.88,0.00,Pago factura INV-00304,INV-00304,CC-100 Operaciones,Bruno Garcia 02 00001101
45,2026-06-29,1180,IVA acreditable,12316.48,0.00,Registro factura INV-00354,INV-00354,CC-100 Operaciones,Elena Mora 05 00001101
46,2026-01-19,2100,Cuentas por pagar,102399.00,0.00,Pago factura INV-00241,INV-00241,CC-100 Operaciones,Bruno Garcia 02 00001101
47,2026-04-21,1180,IVA acreditable,7727.84,0.00,Registro factura INV-00147,INV-00147,CC-100 Operaciones,Diego Luna 10 00001101
48,2026-06-23,2100,Cuentas por pagar,36398.48,0.00,Pago factura INV-00233,INV-00233,CC-100 Operaciones,Bruno Garcia 02 00001101
49,2026-06-30,2100,Cuentas por pagar,107493.72,0.00,Pago factura INV-00060,INV-00060,CC-100 Operaciones,Bruno Garcia 02 00001101
50,2026-06-22,1180,IVA acreditable,10289.44,0.00,Registro factura INV-00293,INV-00293,CC-100 Operaciones,Bruno Garcia 02 00001101
51,2026-04-07,2100,Cuentas por pagar,0.00,37565.44,Registro factura INV-00151,INV-00151,CC-100 Operaciones,Diego Luna 10 00001101
52,2026-05-25,1020,Bancos,0.00,108863.68,Pago factura INV-00163,INV-00163,CC-100 Operaciones,Bruno Garcia 02 00001101
53,2026-03-15,1180,IVA acreditable,10164.80,0.00,Registro factura INV-00185,INV-00185,CC-100 Operaciones,Carla Soto 03 00001101
54,2026-02-23,1180,IVA acreditable,3730.88,0.00,Registro factura INV-00194,INV-00194,CC-100 Operaciones,Carla Soto 03 00001101
55,2026-05-29,5000,Gastos operativos,43012.00,0.00,Registro factura INV-00172,INV-00172,CC-100 Operaciones,Diego Luna 04 00001101
56,2026-02-15,2100,Cuentas por pagar,55495.56,0.00,Pago factura INV-00183,INV-00183,CC-100 Operaciones,Bruno Garcia 02 00001101
57,2026-05-12,1180,IVA acreditable,3632.96,0.00,Registro factura INV-00118,INV-00118,CC-100 Operaciones,Ana Ruiz 07 00001101
58,2026-01-25,1180,IVA acreditable,11940.32,0.00,Registro factura INV-00072,INV-00072,CC-100 Operaciones,Diego Luna 04 00001101
59,2026-05-10,2100,Cuentas por pagar,60546.20,0.00,Pago factura INV-00312,INV-00312,CC-100 Operaciones,Bruno Garcia 02 00001101
60,2026-01-15,2100,Cuentas por pagar,0.00,101761.00,Registro factura INV-00349,INV-00349,CC-100 Operaciones,Diego Luna 10 00001101
61,2026-04-10,1180,IVA acreditable,10662.08,0.00,Registro factura INV-00310,INV-00310,CC-100 Operaciones,Carla Soto 09 00001101
62,2026-03-19,2100,Cuentas por pagar,0.00,42783.12,Registro factura INV-00019,INV-00019,CC-100 Operaciones,Ana Ruiz 07 00001101
63,2026-04-15,5000,Gastos operativos,86823.00,0.00,Registro factura INV-00342,INV-00342,CC-100 Operaciones,Bruno Garcia 02 00001101
64,2026-05-18,1180,IVA acreditable,11403.04,0.00,Registro factura INV-00278,INV-00278,CC-100 Operaciones,Carla Soto 03 00001101
65,2026-05-29,2100,Cuentas por pagar,92521.60,0.00,Pago factura INV-00217,INV-00217,CC-100 Operaciones,Bruno Garcia 02 00001101
66,2026-03-02,5000,Gastos operativos,71964.00,0.00,Registro factura INV-00146,INV-00146,CC-100 Operaciones,Bruno Garcia 08 00001101
67,2026-03-13,2100,Cuentas por pagar,32068.20,0.00,Pago factura INV-00209,INV-00209,CC-100 Operaciones,Bruno Garcia 02 00001101
68,2026-05-06,2100,Cuentas por pagar,0.00,68356.48,Registro factura INV-00165,INV-00165,CC-100 Operaciones,Ana Ruiz 07 00001101
69,2026-04-29,2100,Cuentas por pagar,0.00,91308.24,Registro factura INV-00229,INV-00229,CC-100 Operaciones,Bruno Garcia 02 00001101
70,2026-02-24,2100,Cuentas por pagar,88808.44,0.00,Pago factura INV-00018,INV-00018,CC-100 Operaciones,Bruno Garcia 02 00001101
71,2026-06-25,1180,IVA acreditable,14826.72,0.00,Registro factura INV-00060,INV-00060,CC-100 Operaciones,Carla Soto 09 00001101
72,2026-06-09,2100,Cuentas por pagar,89105.40,0.00,Pago factura INV-00347,INV-00347,CC-100 Operaciones,Bruno Garcia 02 00001101
73,2026-02-07,5000,Gastos operativos,20726.00,0.00,Registro factura INV-00269,INV-00269,CC-100 Operaciones,Ana Ruiz 01 00001101
74,2026-02-01,1180,IVA acreditable,10436.80,0.00,Registro factura INV-00355,INV-00355,CC-100 Operaciones,Ana Ruiz 01 00001101
75,2026-02-13,2100,Cuentas por pagar,0.00,109544.60,Registro factura INV-00110,INV-00110,CC-100 Operaciones,Ana Ruiz 07 00001101
76,2026-04-25,2100,Cuentas por pagar,29970.92,0.00,Pago factura INV-00136,INV-00136,CC-100 Operaciones,Bruno Garcia 02 00001101
77,2026-04-11,2100,Cuentas por pagar,32573.96,0.00,Pago factura INV-00332,INV-00332,CC-100 Operaciones,Bruno Garcia 02 00001101
78,2026-01-15,2100,Cuentas por pagar,0.00,48021.68,Registro factura INV-00071,INV-00071,CC-100 Operaciones,Bruno Garcia 02 00001101
79,2026-06-23,2100,Cuentas por pagar,0.00,56199.68,Registro factura INV-00152,INV-00152,CC-100 Operaciones,Ana Ruiz 07 00001101
80,2026-02-28,2100,Cuentas por pagar,0.00,16045.12,Registro factura INV-00001,INV-00001,CC-100 Operaciones,Diego Luna 04 00001101
81,2026-05-02,5000,Gastos operativos,31890.00,0.00,Registro factura INV-00309,INV-00309,CC-100 Operaciones,Carla Soto 03 00001101
82,2026-05-03,2100,Cuentas por pagar,0.00,67735.88,Registro factura INV-00284,INV-00284,CC-100 Operaciones,Bruno Garcia 08 00001101
83,2026-06-11,5000,Gastos operativos,66790.00,0.00,Registro factura INV-00236,INV-00236,CC-100 Operaciones,Carla Soto 09 00001101
84,2026-01-28,2100,Cuentas por pagar,16905.84,0.00,Pago factura INV-00348,INV-00348,CC-100 Operaciones,Bruno Garcia 02 00001101
85,2026-04-26,2100,Cuentas por pagar,0.00,72904.84,Registro factura INV-00002,INV-00002,CC-100 Operaciones,Carla Soto 03 00001101
86,2026-04-03,2100,Cuentas por pagar,0.00,70146.36,Registro factura INV-00096,INV-00096,CC-100 Operaciones,Fabian Rios 06 00001101
87,2026-02-01,2100,Cuentas por pagar,0.00,75666.80,Registro factura INV-00355,INV-00355,CC-100 Operaciones,Ana Ruiz 01 00001101
88,2026-05-02,2100,Cuentas por pagar,0.00,36992.40,Registro factura INV-00309,INV-00309,CC-100 Operaciones,Carla Soto 03 00001101
89,2026-03-22,5000,Gastos operativos,77803.00,0.00,Registro factura INV-00215,INV-00215,CC-100 Operaciones,Bruno Garcia 08 00001101
90,2026-06-14,1180,IVA acreditable,14199.36,0.00,Registro factura INV-00141,INV-00141,CC-100 Operaciones,Bruno Garcia 08 00001101
91,2026-05-18,5000,Gastos operativos,71269.00,0.00,Registro factura INV-00278,INV-00278,CC-100 Operaciones,Carla Soto 03 00001101
92,2026-02-19,2100,Cuentas por pagar,99539.60,0.00,Pago factura INV-00206,INV-00206,CC-100 Operaciones,Bruno Garcia 02 00001101
93,2026-03-30,1180,IVA acreditable,4332.48,0.00,Registro factura INV-00292,INV-00292,CC-100 Operaciones,Bruno Garcia 08 00001101
94,2026-03-12,1180,IVA acreditable,10055.20,0.00,Registro factura INV-00145,INV-00145,CC-100 Operaciones,Diego Luna 04 00001101
95,2026-03-17,2100,Cuentas por pagar,0.00,30709.84,Registro factura INV-00085,INV-00085,CC-100 Operaciones,Elena Mora 05 00001101
96,2026-06-04,5000,Gastos operativos,36557.00,0.00,Registro factura INV-00030,INV-00030,CC-100 Operaciones,Fabian Rios 06 00001101
97,2026-02-11,1180,IVA acreditable,5223.36,0.00,Registro factura INV-00051,INV-00051,CC-100 Operaciones,Carla Soto 03 00001101
98,2026-03-31,5000,Gastos operativos,52862.00,0.00,Registro factura INV-00080,INV-00080,CC-100 Operaciones,Carla Soto 03 00001101
99,2026-04-22,1020,Bancos,0.00,74789.84,Pago factura INV-00281,INV-00281,CC-100 Operaciones,Bruno Garcia 02 00001101
100,2026-01-27,1020,Bancos,0.00,73387.40,Pago factura INV-00184,INV-00184,CC-100 Operaciones,Bruno Garcia 02 00001101
101,2026-06-25,2100,Cuentas por pagar,0.00,22397.28,Registro factura INV-00267,INV-00267,CC-100 Operaciones,Ana Ruiz 01 00001101
102,2026-06-24,2100,Cuentas por pagar,0.00,100474.56,Registro factura INV-00026,INV-00026,CC-100 Operaciones,Diego Luna 04 00001101
103,2026-01-30,1020,Bancos,0.00,46804.84,Pago factura INV-00046,INV-00046,CC-100 Operaciones,Bruno Garcia 02 00001101
104,2026-04-28,1180,IVA acreditable,8470.08,0.00,Registro factura INV-00167,INV-00167,CC-100 Operaciones,Ana Ruiz 07 00001101
105,2026-02-27,2100,Cuentas por pagar,0.00,76939.32,Registro factura INV-00055,INV-00055,CC-100 Operaciones,Ana Ruiz 07 00001101
106,2026-02-24,5000,Gastos operativos,27627.00,0.00,Registro factura INV-00017,INV-00017,CC-100 Operaciones,Diego Luna 10 00001101
107,2026-04-13,2100,Cuentas por pagar,70146.36,0.00,Pago factura INV-00096,INV-00096,CC-100 Operaciones,Bruno Garcia 02 00001101
108,2026-06-27,5000,Gastos operativos,13420.00,0.00,Registro factura INV-00082,INV-00082,CC-100 Operaciones,Carla Soto 03 00001101
109,2026-06-15,1020,Bancos,0.00,34496.08,Pago factura INV-00273,INV-00273,CC-100 Operaciones,Bruno Garcia 02 00001101
110,2026-05-11,2100,Cuentas por pagar,0.00,30721.44,Registro factura INV-00315,INV-00315,CC-100 Operaciones,Diego Luna 10 00001101
111,2026-05-30,5000,Gastos operativos,76815.00,0.00,Registro factura INV-00347,INV-00347,CC-100 Operaciones,Carla Soto 03 00001101
112,2026-03-16,2100,Cuentas por pagar,37632.72,0.00,Pago factura INV-00326,INV-00326,CC-100 Operaciones,Bruno Garcia 02 00001101
113,2026-06-03,2100,Cuentas por pagar,20229.24,0.00,Pago factura INV-00101,INV-00101,CC-100 Operaciones,Bruno Garcia 02 00001101
114,2026-04-01,2100,Cuentas por pagar,0.00,32573.96,Registro factura INV-00332,INV-00332,CC-100 Operaciones,Bruno Garcia 02 00001101
115,2026-05-23,2100,Cuentas por pagar,0.00,14567.28,Registro factura INV-00245,INV-00245,CC-100 Operaciones,Bruno Garcia 08 00001101
116,2026-05-15,5000,Gastos operativos,93848.00,0.00,Registro factura INV-00163,INV-00163,CC-100 Operaciones,Diego Luna 04 00001101
117,2026-04-19,2100,Cuentas por pagar,57798.16,0.00,Pago factura INV-00070,INV-00070,CC-100 Operaciones,Bruno Garcia 02 00001101
118,2026-03-28,2100,Cuentas por pagar,0.00,60490.52,Registro factura INV-00039,INV-00039,CC-100 Operaciones,Diego Luna 04 00001101
119,2026-01-26,2100,Cuentas por pagar,0.00,61576.28,Registro factura INV-00287,INV-00287,CC-100 Operaciones,Carla Soto 03 00001101
120,2026-06-11,1180,IVA acreditable,3935.68,0.00,Registro factura INV-00127,INV-00127,CC-100 Operaciones,Ana Ruiz 01 00001101
121,2026-04-08,2100,Cuentas por pagar,22595.64,0.00,Pago factura INV-00128,INV-00128,CC-100 Operaciones,Bruno Garcia 02 00001101
122,2026-05-26,5000,Gastos operativos,33345.00,0.00,Registro factura INV-00061,INV-00061,CC-100 Operaciones,Ana Ruiz 07 00001101
123,2026-04-11,2100,Cuentas por pagar,0.00,23396.04,Registro factura INV-00054,INV-00054,CC-100 Operaciones,Diego Luna 04 00001101
124,2026-03-14,2100,Cuentas por pagar,0.00,101343.40,Registro factura INV-00300,INV-00300,CC-100 Operaciones,Fabian Rios 06 00001101
125,2026-04-18,2100,Cuentas por pagar,0.00,73996.40,Registro factura INV-00093,INV-00093,CC-100 Operaciones,Carla Soto 09 00001101
126,2026-04-14,2100,Cuentas por pagar,0.00,69793.72,Registro factura INV-00280,INV-00280,CC-100 Operaciones,Ana Ruiz 07 00001101
127,2026-04-08,1020,Bancos,0.00,53682.48,Pago factura INV-00279,INV-00279,CC-100 Operaciones,Bruno Garcia 02 00001101
128,2026-02-28,1020,Bancos,0.00,38427.32,Pago factura INV-00337,INV-00337,CC-100 Operaciones,Bruno Garcia 02 00001101
129,2026-05-09,5000,Gastos operativos,25323.00,0.00,Registro factura INV-00049,INV-00049,CC-100 Operaciones,Fabian Rios 06 00001101
130,2026-06-15,2100,Cuentas por pagar,36332.36,0.00,Pago factura INV-00107,INV-00107,CC-100 Operaciones,Bruno Garcia 02 00001101
131,2026-05-29,1020,Bancos,0.00,14128.80,Pago factura INV-00157,INV-00157,CC-100 Operaciones,Bruno Garcia 02 00001101
132,2026-03-25,1020,Bancos,0.00,73694.80,Pago factura INV-00185,INV-00185,CC-100 Operaciones,Bruno Garcia 02 00001101
133,2026-06-22,1020,Bancos,0.00,73589.24,Pago factura INV-00336,INV-00336,CC-100 Operaciones,Bruno Garcia 02 00001101
134,2026-02-26,1020,Bancos,0.00,66420.44,Pago factura INV-00069,INV-00069,CC-100 Operaciones,Bruno Garcia 02 00001101
135,2026-03-22,1020,Bancos,0.00,72900.20,Pago factura INV-00145,INV-00145,CC-100 Operaciones,Bruno Garcia 02 00001101
136,2026-01-19,1180,IVA acreditable,11484.32,0.00,Registro factura INV-00095,INV-00095,CC-100 Operaciones,Bruno Garcia 08 00001101
137,2026-04-11,1180,IVA acreditable,14849.28,0.00,Registro factura INV-00075,INV-00075,CC-100 Operaciones,Fabian Rios 06 00001101
138,2026-02-20,1020,Bancos,0.00,70190.44,Pago factura INV-00006,INV-00006,CC-100 Operaciones,Bruno Garcia 02 00001101
139,2026-05-05,2100,Cuentas por pagar,48871.96,0.00,Pago factura INV-00252,INV-00252,CC-100 Operaciones,Bruno Garcia 02 00001101
140,2026-02-09,1180,IVA acreditable,9612.32,0.00,Registro factura INV-00008,INV-00008,CC-100 Operaciones,Carla Soto 03 00001101
141,2026-05-14,1180,IVA acreditable,14863.20,0.00,Registro factura INV-00012,INV-00012,CC-100 Operaciones,Ana Ruiz 07 00001101
142,2026-04-20,1020,Bancos,0.00,77300.08,Pago factura INV-00310,INV-00310,CC-100 Operaciones,Bruno Garcia 02 00001101
143,2026-01-17,1180,IVA acreditable,10122.40,0.00,Registro factura INV-00184,INV-00184,CC-100 Operaciones,Diego Luna 04 00001101
144,2026-06-30,2100,Cuentas por pagar,58741.24,0.00,Pago factura INV-00289,INV-00289,CC-100 Operaciones,Bruno Garcia 02 00001101
145,2026-01-26,1180,IVA acreditable,8493.28,0.00,Registro factura INV-00287,INV-00287,CC-100 Operaciones,Carla Soto 03 00001101
146,2026-01-23,2100,Cuentas por pagar,20772.36,0.00,Pago factura INV-00216,INV-00216,CC-100 Operaciones,Bruno Garcia 02 00001101
147,2026-04-05,2100,Cuentas por pagar,0.00,27084.84,Registro factura INV-00291,INV-00291,CC-100 Operaciones,Bruno Garcia 08 00001101
148,2026-06-01,1180,IVA acreditable,4378.72,0.00,Registro factura INV-00079,INV-00079,CC-100 Operaciones,Carla Soto 03 00001101
149,2026-03-06,2100,Cuentas por pagar,70586.00,0.00,Pago factura INV-00249,INV-00249,CC-100 Operaciones,Bruno Garcia 02 00001101
150,2026-04-27,2100,Cuentas por pagar,0.00,54743.88,Registro factura INV-00212,INV-00212,CC-100 Operaciones,Bruno Garcia 08 00001101
151,2026-06-21,5000,Gastos operativos,92492.00,0.00,Registro factura INV-00272,INV-00272,CC-100 Operaciones,Elena Mora 05 00001101
152,2026-04-18,1180,IVA acreditable,12385.12,0.00,Registro factura INV-00222,INV-00222,CC-100 Operaciones,Ana Ruiz 01 00001101
153,2026-04-07,1180,IVA acreditable,5181.44,0.00,Registro factura INV-00151,INV-00151,CC-100 Operaciones,Diego Luna 10 00001101
154,2026-04-28,1020,Bancos,0.00,89792.12,Pago factura INV-00222,INV-00222,CC-100 Operaciones,Bruno Garcia 02 00001101
155,2026-04-28,2100,Cuentas por pagar,0.00,19655.04,Registro factura INV-00166,INV-00166,CC-100 Operaciones,Elena Mora 05 00001101
156,2026-01-25,2100,Cuentas por pagar,101761.00,0.00,Pago factura INV-00349,INV-00349,CC-100 Operaciones,Bruno Garcia 02 00001101
157,2026-02-07,2100,Cuentas por pagar,40838.96,0.00,Pago factura INV-00041,INV-00041,CC-100 Operaciones,Bruno Garcia 02 00001101
158,2026-03-24,1180,IVA acreditable,4022.88,0.00,Registro factura INV-00334,INV-00334,CC-100 Operaciones,Diego Luna 10 00001101
159,2026-03-23,1020,Bancos,0.00,14532.95,Pago factura INV-00076,INV-00076,CC-100 Operaciones,Bruno Garcia 02 00001101
160,2026-06-18,1020,Bancos,0.00,84031.56,Pago factura INV-00330,INV-00330,CC-100 Operaciones,Bruno Garcia 02 00001101
161,2026-05-20,2100,Cuentas por pagar,31086.84,0.00,Pago factura INV-00275,INV-00275,CC-100 Operaciones,Bruno Garcia 02 00001101
162,2026-03-29,1020,Bancos,0.00,42783.12,Pago factura INV-00019,INV-00019,CC-100 Operaciones,Bruno Garcia 02 00001101
163,2026-02-24,1180,IVA acreditable,4420.32,0.00,Registro factura INV-00017,INV-00017,CC-100 Operaciones,Diego Luna 10 00001101
164,2026-04-08,2100,Cuentas por pagar,0.00,69532.72,Registro factura INV-00271,INV-00271,CC-100 Operaciones,Elena Mora 05 00001101
165,2026-06-19,1020,Bancos,0.00,99953.72,Pago factura INV-00302,INV-00302,CC-100 Operaciones,Bruno Garcia 02 00001101
166,2026-05-18,2100,Cuentas por pagar,0.00,82672.04,Registro factura INV-00278,INV-00278,CC-100 Operaciones,Carla Soto 03 00001101
167,2026-01-28,2100,Cuentas por pagar,18192.28,0.00,Pago factura INV-00132,INV-00132,CC-100 Operaciones,Bruno Garcia 02 00001101
168,2026-05-12,1020,Bancos,0.00,31158.52,Pago factura INV-00250,INV-00250,CC-100 Operaciones,Bruno Garcia 02 00001101
169,2026-05-30,5000,Gastos operativos,76748.00,0.00,Registro factura INV-00270,INV-00270,CC-100 Operaciones,Ana Ruiz 01 00001101
170,2026-01-13,1180,IVA acreditable,7514.40,0.00,Registro factura INV-00335,INV-00335,CC-100 Operaciones,Fabian Rios 06 00001101
171,2026-06-16,2100,Cuentas por pagar,107066.84,0.00,Pago factura INV-00010,INV-00010,CC-100 Operaciones,Bruno Garcia 02 00001101
172,2026-04-06,5000,Gastos operativos,85543.00,0.00,Registro factura INV-00063,INV-00063,CC-100 Operaciones,Carla Soto 03 00001101
173,2026-05-08,1020,Bancos,0.00,61408.08,Pago factura INV-00167,INV-00167,CC-100 Operaciones,Bruno Garcia 02 00001101
174,2026-04-18,2100,Cuentas por pagar,20066.84,0.00,Pago factura INV-00121,INV-00121,CC-100 Operaciones,Bruno Garcia 02 00001101
175,2026-03-11,5000,Gastos operativos,53036.00,0.00,Registro factura INV-00050,INV-00050,CC-100 Operaciones,Ana Ruiz 07 00001101
176,2026-04-22,2100,Cuentas por pagar,0.00,80224.44,Registro factura INV-00155,INV-00155,CC-100 Operaciones,Ana Ruiz 07 00001101
177,2026-01-25,5000,Gastos operativos,74627.00,0.00,Registro factura INV-00072,INV-00072,CC-100 Operaciones,Diego Luna 04 00001101
178,2026-02-05,5000,Gastos operativos,31321.00,0.00,Registro factura INV-00007,INV-00007,CC-100 Operaciones,Elena Mora 05 00001101
179,2026-02-12,2100,Cuentas por pagar,57823.68,0.00,Pago factura INV-00306,INV-00306,CC-100 Operaciones,Bruno Garcia 02 00001101
180,2026-04-05,2100,Cuentas por pagar,50919.36,0.00,Pago factura INV-00024,INV-00024,CC-100 Operaciones,Bruno Garcia 02 00001101
181,2026-05-16,1020,Bancos,0.00,68356.48,Pago factura INV-00165,INV-00165,CC-100 Operaciones,Bruno Garcia 02 00001101
182,2026-04-14,2100,Cuentas por pagar,36745.32,0.00,Pago factura INV-00159,INV-00159,CC-100 Operaciones,Bruno Garcia 02 00001101
183,2026-01-10,1180,IVA acreditable,11556.64,0.00,Registro factura INV-00317,INV-00317,CC-100 Operaciones,Ana Ruiz 07 00001101
184,2026-05-29,1180,IVA acreditable,6881.92,0.00,Registro factura INV-00172,INV-00172,CC-100 Operaciones,Diego Luna 04 00001101
185,2026-01-28,1020,Bancos,0.00,18192.28,Pago factura INV-00132,INV-00132,CC-100 Operaciones,Bruno Garcia 02 00001101
186,2026-02-26,2100,Cuentas por pagar,0.00,43582.36,Registro factura INV-00230,INV-00230,CC-100 Operaciones,Diego Luna 10 00001101
187,2026-05-30,2100,Cuentas por pagar,105026.40,0.00,Pago factura INV-00214,INV-00214,CC-100 Operaciones,Bruno Garcia 02 00001101
188,2026-04-25,5000,Gastos operativos,42131.00,0.00,Registro factura INV-00252,INV-00252,CC-100 Operaciones,Fabian Rios 06 00001101
189,2026-06-05,1180,IVA acreditable,14571.20,0.00,Registro factura INV-00088,INV-00088,CC-100 Operaciones,Carla Soto 09 00001101
190,2026-06-15,2100,Cuentas por pagar,51930.88,0.00,Pago factura INV-00238,INV-00238,CC-100 Operaciones,Bruno Garcia 02 00001101
191,2026-06-30,1020,Bancos,0.00,15567.20,Pago factura INV-00082,INV-00082,CC-100 Operaciones,Bruno Garcia 02 00001101
192,2026-04-02,5000,Gastos operativos,86184.00,0.00,Registro factura INV-00143,INV-00143,CC-100 Operaciones,Carla Soto 09 00001101
193,2026-06-05,2100,Cuentas por pagar,0.00,36332.36,Registro factura INV-00107,INV-00107,CC-100 Operaciones,Carla Soto 09 00001101
194,2026-05-31,2100,Cuentas por pagar,0.00,20893.92,Registro factura INV-00040,INV-00040,CC-100 Operaciones,Bruno Garcia 08 00001101
