po_id,vendor_rfc,date,amount,requester,approver,description
PO-00193,YNK780117CAK,2026-06-07,17128.56,Diego Luna 04 00001101,Elena Mora 05 00001101,Servicios de consultoria operativa
PO-00111,YOG700703CLK,2026-02-21,99035.00,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Suministro de insumos de produccion
PO-00166,YNM800703CBK,2026-06-26,106448.56,Elena Mora 05 00001101,Fabian Rios 06 00001101,Suministro de insumos de produccion
PO-00201,YNE720703BXK,2026-04-01,32573.96,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Mantenimiento preventivo de instalaciones
PO-00339,YOP791010CPX,2026-05-31,20893.92,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de logistica y entrega
PO-00218,YNA980703BVK,2026-02-18,83057.16,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Servicios de consultoria operativa
PO-00097,YOD971010CJX,2026-01-23,95020.24,Carla Soto 03 00001101,Diego Luna 04 00001101,Mantenimiento preventivo de instalaciones
PO-00216,YNR851010CDX,2026-03-01,67392.52,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Suministro de insumos de produccion
PO-00050,YNF731010BXX,2026-04-10,77300.08,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Servicios de consultoria operativa
PO-00186,YOP791010CPX,2026-06-04,42406.12,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00340,YMX951010BTX,2026-01-13,74139.08,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Suministro de insumos de produccion
PO-00244,YNL790424CAX,2026-06-14,102945.36,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de logistica y entrega
PO-00147,YNE720703BXK,2026-03-30,31410.48,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Mantenimiento preventivo de instalaciones
PO-00271,YMZ970424BUX,2026-01-31,40623.20,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Mantenimiento preventivo de instalaciones
PO-00052,YOH711010CLX,2026-03-05,50448.40,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Soporte y licencias de tecnologia
PO-00022,YNU880703CFK,2026-04-06,26131.32,Diego Luna 04 00001101,Elena Mora 05 00001101,Servicios de consultoria operativa
PO-00349,YOJ730424CMX,2026-03-29,53682.48,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Servicios de consultoria operativa
PO-00018,YON770424COX,2026-05-08,83888.88,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Mantenimiento preventivo de instalaciones
PO-00007,YMX951010BTX,2026-01-09,69149.92,Carla Soto 09 00001101,Diego Luna 10 00001101,Suministro de insumos de produccion
PO-00129,YOG700703CLK,2026-02-22,29395.56,Elena Mora 05 00001101,Fabian Rios 06 00001101,Suministro de insumos de produccion
PO-00030,YNH750424BYX,2026-05-05,69823.88,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Suministro de insumos de produccion
PO-00088,YNR851010CDX,2026-03-03,32068.20,Diego Luna 04 00001101,Elena Mora 05 00001101,Suministro de insumos de produccion
PO-00358,YNO820117CCK,2026-01-25,86567.32,Carla Soto 03 00001101,Diego Luna 04 00001101,Mantenimiento preventivo de instalaciones
PO-00356,YOA940117CIK,2026-06-09,63570.32,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Servicios de logistica y entrega
PO-00015,YOO780703CPK,2026-05-23,14567.28,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de consultoria operativa
PO-00010,YMX951010BTX,2026-01-16,97803.08,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Suministro de insumos de produccion
PO-00327,YNW900117CGK,2026-04-28,61408.08,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Suministro de insumos de produccion
PO-00138,YNJ771010BZX,2026-05-21,58926.84,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Mantenimiento preventivo de instalaciones
PO-00191,YOF990424CKX,2026-02-10,22255.76,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de logistica y entrega
PO-00226,YNH750424BYX,2026-04-30,60546.20,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Suministro de insumos de produccion
PO-00035,YOE980117CKK,2026-01-29,69924.80,Carla Soto 09 00001101,Diego Luna 10 00001101,Servicios de consultoria operativa
PO-00135,YNE720703BXK,2026-03-31,18809.40,Diego Luna 04 00001101,Elena Mora 05 00001101,Mantenimiento preventivo de instalaciones
PO-00299,YOF990424CKX,2026-02-11,53660.44,Diego Luna 04 00001101,Elena Mora 05 00001101,Servicios de logistica y entrega
PO-00094,YNZ931010CHX,2026-05-28,96929.60,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Servicios de consultoria operativa
PO-00014,YNF731010BXX,2026-04-09,20489.08,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Servicios de consultoria operativa
PO-00298,YOF990424CKX,2026-02-14,88808.44,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00045,YOB950424CIX,2026-06-20,53292.72,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Suministro de insumos de produccion
PO-00149,YOK740703CNK,2026-04-07,37565.44,Carla Soto 09 00001101,Diego Luna 10 00001101,Servicios de logistica y entrega
PO-00021,YOR810424CQX,2026-01-19,26100.00,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Soporte y licencias de tecnologia
PO-00292,YOL751010CNX,2026-04-20,81882.08,Diego Luna 04 00001101,Elena Mora 05 00001101,Suministro de insumos de produccion
PO-00321,YNC700117BWK,2026-03-10,83480.56,Carla Soto 09 00001101,Diego Luna 10 00001101,Suministro de insumos de produccion
PO-00137,YMX951010BTX,2026-01-12,83919.04,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Suministro de insumos de produccion
PO-00143,YOA940117CIK,2026-06-05,105641.20,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Servicios de logistica y entrega
PO-00106,YNG740117BYK,2026-04-19,96154.72,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00057,YOQ800117CQK,2026-06-10,71844.60,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Suministro de insumos de produccion
PO-00165,YNL790424CAX,2026-06-13,36398.48,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Servicios de logistica y entrega
PO-00170,YOM760117COK,2026-04-29,91308.24,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Soporte y licencias de tecnologia
PO-00070,YNV891010CFX,2026-04-11,23396.04,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de logistica y entrega
PO-00334,YNC700117BWK,2026-03-11,61521.76,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Suministro de insumos de produccion
PO-00078,YNB991010BVX,2026-02-25,59484.80,Diego Luna 04 00001101,Elena Mora 05 00001101,Servicios de logistica y entrega
PO-00235,YNZ931010CHX,2026-05-29,21508.72,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de consultoria operativa
PO-00053,YOP791010CPX,2026-06-03,29305.08,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Servicios de logistica y entrega
PO-00229,YNS860117CEK,2026-03-12,14123.00,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Soporte y licencias de tecnologia
PO-00208,YNN811010CBX,2026-01-19,83261.32,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Soporte y licencias de tecnologia
PO-00071,YNK780117CAK,2026-06-04,85043.08,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de consultoria operativa
PO-00196,YNP830424CCX,2026-02-09,69689.32,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Servicios de consultoria operativa
PO-00158,YNX910424CGX,2026-05-09,73919.84,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Soporte y licencias de tecnologia
PO-00066,YOC960703CJK,2026-01-10,42981.48,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Soporte y licencias de tecnologia
PO-00295,YNM800703CBK,2026-06-23,92405.60,Diego Luna 04 00001101,Elena Mora 05 00001101,Suministro de insumos de produccion
PO-00090,YMY960117BUK,2026-01-24,97030.52,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Soporte y licencias de tecnologia
PO-00319,YNV891010CFX,2026-04-13,73390.88,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de logistica y entrega
PO-00072,YNL790424CAX,2026-06-18,72357.32,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00075,YNT870424CEX,2026-03-26,104920.84,Carla Soto 03 00001101,Diego Luna 04 00001101,Mantenimiento preventivo de instalaciones
PO-00336,YOE980117CKK,2026-02-02,57823.68,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de consultoria operativa
PO-00008,YNH750424BYX,2026-04-29,36767.36,Carla Soto 09 00001101,Diego Luna 10 00001101,Suministro de insumos de produccion
PO-00252,YNN811010CBX,2026-01-17,73387.40,Carla Soto 03 00001101,Diego Luna 04 00001101,Soporte y licencias de tecnologia
PO-00099,YNN811010CBX,2026-01-16,40492.12,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Soporte y licencias de tecnologia
PO-00290,YNI760703BZK,2026-05-16,62920.72,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Soporte y licencias de tecnologia
PO-00304,YNM800703CBK,2026-06-25,107493.72,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Suministro de insumos de produccion
PO-00354,YOE980117CKK,2026-01-28,44335.20,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Servicios de consultoria operativa
PO-00342,YOD971010CJX,2026-01-22,19624.88,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Mantenimiento preventivo de instalaciones
PO-00091,YOJ730424CMX,2026-03-26,50919.36,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Servicios de consultoria operativa
PO-00328,YNR851010CDX,2026-03-02,83478.24,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Suministro de insumos de produccion
PO-00001,YNI760703BZK,2026-05-14,48498.44,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Soporte y licencias de tecnologia
PO-00262,YOE980117CKK,2026-02-01,75666.80,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Servicios de consultoria operativa
PO-00338,YNU880703CFK,2026-04-03,38624.52,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de consultoria operativa
PO-00169,YMX951010BTX,2026-01-15,48021.68,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Suministro de insumos de produccion
PO-00079,YNV891010CFX,2026-04-17,76138.92,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00122,YNR851010CDX,2026-02-28,16045.12,Carla Soto 03 00001101,Diego Luna 04 00001101,Suministro de insumos de produccion
PO-00183,YNT870424CEX,2026-03-20,22345.08,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Mantenimiento preventivo de instalaciones
PO-00287,YNX910424CGX,2026-05-06,68356.48,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Soporte y licencias de tecnologia
PO-00142,YMZ970424BUX,2026-02-05,55495.56,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Mantenimiento preventivo de instalaciones
PO-00119,YNV891010CFX,2026-04-15,100714.68,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Servicios de logistica y entrega
PO-00277,YNY920703CHK,2026-05-15,108863.68,Carla Soto 03 00001101,Diego Luna 04 00001101,Mantenimiento preventivo de instalaciones
PO-00032,YNA980703BVK,2026-02-13,109544.60,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Servicios de consultoria operativa
PO-00101,YMZ970424BUX,2026-02-02,99563.96,Elena Mora 05 00001101,Fabian Rios 06 00001101,Mantenimiento preventivo de instalaciones
PO-00056,YOA940117CIK,2026-06-10,23618.76,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de logistica y entrega
PO-00266,YOI720117CMK,2026-03-16,97395.92,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Mantenimiento preventivo de instalaciones
PO-00039,YMW940703BTK,2026-02-05,36332.36,Diego Luna 04 00001101,Elena Mora 05 00001101,Cuota mensual: servicios de logistica y entrega
PO-00234,YON770424COX,2026-05-11,30721.44,Carla Soto 09 00001101,Diego Luna 10 00001101,Mantenimiento preventivo de instalaciones
PO-00060,YNF731010BXX,2026-04-08,69532.72,Diego Luna 04 00001101,Elena Mora 05 00001101,Servicios de consultoria operativa
PO-00257,YNP830424CCX,2026-02-10,70190.44,Carla Soto 09 00001101,Diego Luna 10 00001101,Servicios de consultoria operativa
PO-00145,YON770424COX,2026-05-07,101330.64,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Mantenimiento preventivo de instalaciones
PO-00242,YOP791010CPX,2026-05-29,49893.92,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de logistica y entrega
PO-00278,YOJ730424CMX,2026-03-24,77019.36,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de consultoria operativa
PO-00063,YNO820117CCK,2026-01-27,82969.00,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Mantenimiento preventivo de instalaciones
PO-00016,YNU880703CFK,2026-04-01,90844.24,Carla Soto 09 00001101,Diego Luna 10 00001101,Servicios de consultoria operativa
PO-00333,YMY960117BUK,2026-01-26,61576.28,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Soporte y licencias de tecnologia
PO-00160,YOR810424CQX,2026-06-20,64036.64,Elena Mora 05 00001101,Fabian Rios 06 00001101,Soporte y licencias de tecnologia
PO-00223,YNJ771010BZX,2026-05-23,24967.84,Elena Mora 05 00001101,Fabian Rios 06 00001101,Mantenimiento preventivo de instalaciones
PO-00131,YNH750424BYX,2026-05-02,69192.84,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Suministro de insumos de produccion
PO-00261,YNX910424CGX,2026-05-03,107606.24,Elena Mora 05 00001101,Fabian Rios 06 00001101,Soporte y licencias de tecnologia
PO-00324,YOD971010CJX,2026-01-18,18192.28,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Mantenimiento preventivo de instalaciones
PO-00123,YNM800703CBK,2026-06-27,15567.20,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Suministro de insumos de produccion
PO-00161,YNQ840703CDK,2026-02-16,66420.44,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00275,YNQ840703CDK,2026-02-18,38427.32,Carla Soto 09 00001101,Diego Luna 10 00001101,Servicios de logistica y entrega
PO-00126,YNS860117CEK,2026-03-15,73694.80,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Soporte y licencias de tecnologia
PO-00214,YNH750424BYX,2026-05-03,67735.88,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Suministro de insumos de produccion
PO-00187,YOO780703CPK,2026-05-20,105026.40,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Servicios de consultoria operativa
PO-00180,YOQ800117CQK,2026-06-12,40891.16,Elena Mora 05 00001101,Fabian Rios 06 00001101,Suministro de insumos de produccion
PO-00239,YOI720117CMK,2026-03-19,16981.24,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Mantenimiento preventivo de instalaciones
PO-00103,YOK740703CNK,2026-04-09,57798.16,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de logistica y entrega
PO-00222,YOB950424CIX,2026-06-22,74598.44,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Suministro de insumos de produccion
PO-00270,YOE980117CKK,2026-01-30,105454.44,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Servicios de consultoria operativa
PO-00130,YOP791010CPX,2026-05-30,89027.68,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Servicios de logistica y entrega
PO-00308,YNX910424CGX,2026-05-08,83763.60,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Soporte y licencias de tecnologia
PO-00055,YNC700117BWK,2026-03-05,109624.64,Diego Luna 04 00001101,Elena Mora 05 00001101,Suministro de insumos de produccion
PO-00031,YNW900117CGK,2026-04-25,48871.96,Elena Mora 05 00001101,Fabian Rios 06 00001101,Suministro de insumos de produccion
PO-00276,YNW900117CGK,2026-04-24,67803.16,Bruno Garcia 08 00001101,Carla Soto 09 00001101,Suministro de insumos de produccion
PO-00311,YOH711010CLX,2026-03-06,37632.72,Carla Soto 03 00001101,Diego Luna 04 00001101,Soporte y licencias de tecnologia
PO-00004,YMY960117BUK,2026-01-25,31311.88,Elena Mora 05 00001101,Fabian Rios 06 00001101,Soporte y licencias de tecnologia
PO-00082,YOE980117CKK,2026-01-31,72292.36,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de consultoria operativa
PO-00281,YOL751010CNX,2026-04-19,32223.64,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Suministro de insumos de produccion
PO-00027,YNJ771010BZX,2026-05-26,38680.20,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Mantenimiento preventivo de instalaciones
PO-00237,YOH711010CLX,2026-03-04,28604.44,Carla Soto 09 00001101,Diego Luna 10 00001101,Soporte y licencias de tecnologia
PO-00118,YNF731010BXX,2026-04-07,104839.64,Ana Ruiz 07 00001101,Bruno Garcia 08 00001101,Servicios de consultoria operativa
PO-00269,YNA980703BVK,2026-02-14,109444.84,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de consultoria operativa
PO-00086,YMX951010BTX,2026-01-10,83785.64,Fabian Rios 06 00001101,Ana Ruiz 07 00001101,Suministro de insumos de produccion
PO-00048,YNB991010BVX,2026-02-26,87365.40,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Servicios de logistica y entrega
PO-00337,YOF990424CKX,2026-02-12,79407.80,Ana Ruiz 01 00001101,Bruno Garcia 02 00001101,Servicios de logistica y entrega
PO-00087,YNG740117BYK,2026-04-23,37211.64,Carla Soto 03 00001101,Diego Luna 04 00001101,Servicios de logistica y entrega
PO-00331,YOC960703CJK,2026-01-11,28635.76,Elena Mora 05 00001101,Fabian Rios 06 00001101,Soporte y licencias de tecnologia
PO-00185,YNT870424CEX,2026-03-22,89749.20,Elena Mora 05 00001101,Fabian Rios 06 00001101,Mantenimiento preventivo de instalaciones
PO-00061,YNB991010BVX,2026-03-01,50930.96,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Servicios de logistica y entrega
PO-00225,YOA940117CIK,2026-06-11,28533.68,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Servicios de logistica y entrega
PO-00005,YNP830424CCX,2026-02-05,103461.56,Diego Luna 04 00001101,Elena Mora 05 00001101,Servicios de consultoria operativa
PO-00153,YOG700703CLK,2026-02-23,27048.88,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Suministro de insumos de produccion
PO-00317,YND710424BWX,2026-03-20,15679.72,Carla Soto 03 00001101,Diego Luna 04 00001101,Soporte y licencias de tecnologia
PO-00177,YOO780703CPK,2026-05-19,14128.80,Carla Soto 09 00001101,Diego Luna 10 00001101,Servicios de consultoria operativa
PO-00284,YNI760703BZK,2026-05-10,47317.56,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Soporte y licencias de tecnologia
PO-00134,YOC960703CJK,2026-01-12,39260.20,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Soporte y licencias de tecnologia
PO-00355,YOM760117COK,2026-04-26,97633.72,Diego Luna 10 00001101,Ana Ruiz 01 00001101,Soporte y licencias de tecnologia
PO-00059,YNW900117CGK,2026-04-27,51637.40,Carla Soto 09 00001101,Diego Luna 10 00001101,Suministro de insumos de produccion
PO-00174,YNB991010BVX,2026-02-28,73677.40,Elena Mora 05 00001101,Fabian Rios 06 00001101,Servicios de logistica y entrega
PO-00033,YMZ970424BUX,2026-02-03,49694.40,Bruno Garcia 02 00001101,Carla Soto 03 00001101,Mantenimiento preventivo de instalaciones
