rfc,legal_name,registered_date,address,bank_clabe,category,contact_email
TZT790416ZSR,Servicios Consultoria 00001002-027 SA de CV,2022-01-15,"Av. Industria 127, Monterrey, Nuevo Leon",646180000102408279,Consultoria,contacto00001002-027@proveedor.example.mx
UAF910416ZYR,Servicios Insumos 00001002-039 SA de CV,2024-04-15,"Av. Industria 139, Monterrey, Nuevo Leon",646180000103358551,Insumos,contacto00001002-039@proveedor.example.mx
TZK700109ZOE,Servicios Logistica 00001002-018 SA de CV,2023-01-15,"Av. Industria 118, Monterrey, Nuevo Leon",646180000101695562,Logistica,contacto00001002-018@proveedor.example.mx
TYT831002ZFR,Servicios Mantenimiento 00001002-001 SA de CV,2021-02-15,"Av. Industria 101, Monterrey, Nuevo Leon",646180000100349330,Mantenimiento,contacto00001002-001@proveedor.example.mx
TZB911002ZJR,Servicios Insumos 00001002-009 SA de CV,2024-01-15,"Av. Industria 109, Monterrey, Nuevo Leon",646180000100982852,Insumos,contacto00001002-009@proveedor.example.mx
TZY840723ZVE,Servicios Consultoria 00001002-032 SA de CV,2022-06-15,"Av. Industria 132, Monterrey, Nuevo Leon",646180000102804226,Consultoria,contacto00001002-032@proveedor.example.mx
UAM980109ACE,Servicios Mantenimiento 00001002-046 SA de CV,2021-02-15,"Av. Industria 146, Monterrey, Nuevo Leon",646180000103912887,Mantenimiento,contacto00001002-046@proveedor.example.mx
UAP711002ADR,Servicios Insumos 00001002-049 SA de CV,2024-05-15,"Av. Industria 149, Monterrey, Nuevo Leon",646180000104150457,Insumos,contacto00001002-049@proveedor.example.mx
UAA860109ZWE,Servicios Insumos 00001002-034 SA de CV,2024-08-15,"Av. Industria 134, Monterrey, Nuevo Leon",646180000102962605,Insumos,contacto00001002-034@proveedor.example.mx
TZF951002ZLR,Servicios Logistica 00001002-013 SA de CV,2023-05-15,"Av. Industria 113, Monterrey, Nuevo Leon",646180000101299612,Logistica,contacto00001002-013@proveedor.example.mx
UAN990416ACR,Servicios Consultoria 00001002-047 SA de CV,2022-03-15,"Av. Industria 147, Monterrey, Nuevo Leon",646180000103992072,Consultoria,contacto00001002-047@proveedor.example.mx
TZE940723ZLE,Servicios Consultoria 00001002-012 SA de CV,2022-04-15,"Av. Industria 112, Monterrey, Nuevo Leon",646180000101220429,Consultoria,contacto00001002-012@proveedor.example.mx
UAB870416ZWR,Servicios Tecnologia 00001002-035 SA de CV,2020-09-15,"Av. Industria 135, Monterrey, Nuevo Leon",646180000103041790,Tecnologia,contacto00001002-035@proveedor.example.mx
TZQ760723ZRE,Servicios Insumos 00001002-024 SA de CV,2024-07-15,"Av. Industria 124, Monterrey, Nuevo Leon",646180000102170701,Insumos,contacto00001002-024@proveedor.example.mx
TZU800723ZTE,Servicios Logistica 00001002-028 SA de CV,2023-02-15,"Av. Industria 128, Monterrey, Nuevo Leon",646180000102487465,Logistica,contacto00001002-028@proveedor.example.mx
TYX871002ZHR,Servicios Tecnologia 00001002-005 SA de CV,2020-06-15,"Av. Industria 105, Monterrey, Nuevo Leon",646180000100666097,Tecnologia,contacto00001002-005@proveedor.example.mx
UAU760109AGE,Servicios Insumos 00001002-054 SA de CV,2024-01-15,"Av. Industria 154, Monterrey, Nuevo Leon",646180000104546401,Insumos,contacto00001002-054@proveedor.example.mx
TZH970416ZMR,Servicios Tecnologia 00001002-015 SA de CV,2020-07-15,"Av. Industria 115, Monterrey, Nuevo Leon",646180000101457991,Tecnologia,contacto00001002-015@proveedor.example.mx
UAJ950416AAR,Servicios Logistica 00001002-043 SA de CV,2023-08-15,"Av. Industria 143, Monterrey, Nuevo Leon",646180000103675315,Logistica,contacto00001002-043@proveedor.example.mx
UAO700723ADE,Servicios Logistica 00001002-048 SA de CV,2023-04-15,"Av. Industria 148, Monterrey, Nuevo Leon",646180000104071264,Logistica,contacto00001002-048@proveedor.example.mx
UAL971002ABR,Servicios Tecnologia 00001002-045 SA de CV,2020-01-15,"Av. Industria 145, Monterrey, Nuevo Leon",646180000103833694,Tecnologia,contacto00001002-045@proveedor.example.mx
TYZ890416ZIR,Servicios Consultoria 00001002-007 SA de CV,2022-08-15,"Av. Industria 107, Monterrey, Nuevo Leon",646180000100824473,Consultoria,contacto00001002-007@proveedor.example.mx
UAS740723AFE,Servicios Mantenimiento 00001002-052 SA de CV,2022-08-15,"Av. Industria 152, Monterrey, Nuevo Leon",646180000104388025,Mantenimiento,contacto00001002-052@proveedor.example.mx
UAD891002ZXR,Servicios Consultoria 00001002-037 SA de CV,2022-02-15,"Av. Industria 137, Monterrey, Nuevo Leon",646180000103200175,Consultoria,contacto00001002-037@proveedor.example.mx
UAQ720109AEE,Servicios Tecnologia 00001002-050 SA de CV,2020-06-15,"Av. Industria 150, Monterrey, Nuevo Leon",646180000104229647,Tecnologia,contacto00001002-050@proveedor.example.mx
TZD930416ZKR,Servicios Mantenimiento 00001002-011 SA de CV,2021-03-15,"Av. Industria 111, Monterrey, Nuevo Leon",646180000101141236,Mantenimiento,contacto00001002-011@proveedor.example.mx
UAE900109ZYE,Servicios Logistica 00001002-038 SA de CV,2023-03-15,"Av. Industria 138, Monterrey, Nuevo Leon",646180000103279368,Logistica,contacto00001002-038@proveedor.example.mx
TZI980723ZNE,Servicios Mantenimiento 00001002-016 SA de CV,2021-08-15,"Av. Industria 116, Monterrey, Nuevo Leon",646180000101537183,Mantenimiento,contacto00001002-016@proveedor.example.mx
UAK960723ABE,Servicios Insumos 00001002-044 SA de CV,2024-09-15,"Av. Industria 144, Monterrey, Nuevo Leon",646180000103754508,Insumos,contacto00001002-044@proveedor.example.mx
TZV811002ZTR,Servicios Insumos 00001002-029 SA de CV,2024-03-15,"Av. Industria 129, Monterrey, Nuevo Leon",646180000102566658,Insumos,contacto00001002-029@proveedor.example.mx
UAG920723ZZE,Servicios Tecnologia 00001002-040 SA de CV,2020-05-15,"Av. Industria 140, Monterrey, Nuevo Leon",646180000103437744,Tecnologia,contacto00001002-040@proveedor.example.mx
TZW820109ZUE,Servicios Tecnologia 00001002-030 SA de CV,2020-04-15,"Av. Industria 130, Monterrey, Nuevo Leon",646180000102645841,Tecnologia,contacto00001002-030@proveedor.example.mx
TZX830416ZUR,Servicios Mantenimiento 00001002-031 SA de CV,2021-05-15,"Av. Industria 131, Monterrey, Nuevo Leon",646180000102725033,Mantenimiento,contacto00001002-031@proveedor.example.mx
TZS780109ZSE,Servicios Mantenimiento 00001002-026 SA de CV,2021-09-15,"Av. Industria 126, Monterrey, Nuevo Leon",646180000102329086,Mantenimiento,contacto00001002-026@proveedor.example.mx
TZZ851002ZVR,Servicios Logistica 00001002-033 SA de CV,2023-07-15,"Av. Industria 133, Monterrey, Nuevo Leon",646180000102883412,Logistica,contacto00001002-033@proveedor.example.mx
TZL710416ZOR,Servicios Insumos 00001002-019 SA de CV,2024-02-15,"Av. Industria 119, Monterrey, Nuevo Leon",646180000101774755,Insumos,contacto00001002-019@proveedor.example.mx
TZO740109ZQE,Servicios Consultoria 00001002-022 SA de CV,2022-05-15,"Av. Industria 122, Monterrey, Nuevo Leon",646180000102012322,Consultoria,contacto00001002-022@proveedor.example.mx
TYY880109ZIE,Servicios Mantenimiento 00001002-006 SA de CV,2021-07-15,"Av. Industria 106, Monterrey, Nuevo Leon",646180000100745280,Mantenimiento,contacto00001002-006@proveedor.example.mx
