rfc,legal_name,registered_date,address,bank_clabe,category,contact_email
YPL710804CMB,Servicios Insumos 00001102-039 SA de CV,2024-04-15,"Av. Industria 139, Monterrey, Nuevo Leon",646180000113365550,Insumos,contacto00001102-039@proveedor.example.mx
YOV850804CEB,Servicios Logistica 00001102-023 SA de CV,2023-06-15,"Av. Industria 123, Monterrey, Nuevo Leon",646180000112098514,Logistica,contacto00001102-023@proveedor.example.mx
YOR810804CCB,Servicios Insumos 00001102-019 SA de CV,2024-02-15,"Av. Industria 119, Monterrey, Nuevo Leon",646180000111781754,Insumos,contacto00001102-019@proveedor.example.mx
YOO781111CAO,Servicios Mantenimiento 00001102-016 SA de CV,2021-08-15,"Av. Industria 116, Monterrey, Nuevo Leon",646180000111544182,Mantenimiento,contacto00001102-016@proveedor.example.mx
YOG701111BWO,Servicios Logistica 00001102-008 SA de CV,2023-09-15,"Av. Industria 108, Monterrey, Nuevo Leon",646180000110910665,Logistica,contacto00001102-008@proveedor.example.mx
YPC920525CHO,Servicios Tecnologia 00001102-030 SA de CV,2020-04-15,"Av. Industria 130, Monterrey, Nuevo Leon",646180000112652840,Tecnologia,contacto00001102-030@proveedor.example.mx
YOJ730804BYB,Servicios Mantenimiento 00001102-011 SA de CV,2021-03-15,"Av. Industria 111, Monterrey, Nuevo Leon",646180000111148232,Mantenimiento,contacto00001102-011@proveedor.example.mx
YPM721111CMO,Servicios Tecnologia 00001102-040 SA de CV,2020-05-15,"Av. Industria 140, Monterrey, Nuevo Leon",646180000113444743,Tecnologia,contacto00001102-040@proveedor.example.mx
YOU840525CDO,Servicios Consultoria 00001102-022 SA de CV,2022-05-15,"Av. Industria 122, Monterrey, Nuevo Leon",646180000112019328,Consultoria,contacto00001102-022@proveedor.example.mx
YPG960525CJO,Servicios Insumos 00001102-034 SA de CV,2024-08-15,"Av. Industria 134, Monterrey, Nuevo Leon",646180000112969601,Insumos,contacto00001102-034@proveedor.example.mx
YPB910218CHB,Servicios Insumos 00001102-029 SA de CV,2024-03-15,"Av. Industria 129, Monterrey, Nuevo Leon",646180000112573657,Insumos,contacto00001102-029@proveedor.example.mx
YPR770218CPB,Servicios Tecnologia 00001102-045 SA de CV,2020-01-15,"Av. Industria 145, Monterrey, Nuevo Leon",646180000113840693,Tecnologia,contacto00001102-045@proveedor.example.mx
YPX830804CSB,Servicios Mantenimiento 00001102-051 SA de CV,2021-07-15,"Av. Industria 151, Monterrey, Nuevo Leon",646180000114315839,Mantenimiento,contacto00001102-051@proveedor.example.mx
YNZ930218BTB,Servicios Mantenimiento 00001102-001 SA de CV,2021-02-15,"Av. Industria 101, Monterrey, Nuevo Leon",646180000110356339,Mantenimiento,contacto00001102-001@proveedor.example.mx
YPK700525CLO,Servicios Logistica 00001102-038 SA de CV,2023-03-15,"Av. Industria 138, Monterrey, Nuevo Leon",646180000113286367,Logistica,contacto00001102-038@proveedor.example.mx
YPP750804COB,Servicios Logistica 00001102-043 SA de CV,2023-08-15,"Av. Industria 143, Monterrey, Nuevo Leon",646180000113682314,Logistica,contacto00001102-043@proveedor.example.mx
YOP790218CBB,Servicios Consultoria 00001102-017 SA de CV,2022-09-15,"Av. Industria 117, Monterrey, Nuevo Leon",646180000111623375,Consultoria,contacto00001102-017@proveedor.example.mx
YPT790804CQB,Servicios Consultoria 00001102-047 SA de CV,2022-03-15,"Av. Industria 147, Monterrey, Nuevo Leon",646180000113999078,Consultoria,contacto00001102-047@proveedor.example.mx
YPJ990218CLB,Servicios Consultoria 00001102-037 SA de CV,2022-02-15,"Av. Industria 137, Monterrey, Nuevo Leon",646180000113207171,Consultoria,contacto00001102-037@proveedor.example.mx
YPD930804CIB,Servicios Mantenimiento 00001102-031 SA de CV,2021-05-15,"Av. Industria 131, Monterrey, Nuevo Leon",646180000112732032,Mantenimiento,contacto00001102-031@proveedor.example.mx
YOW861111CEO,Servicios Insumos 00001102-024 SA de CV,2024-07-15,"Av. Industria 124, Monterrey, Nuevo Leon",646180000112177707,Insumos,contacto00001102-024@proveedor.example.mx
YPU801111CQO,Servicios Logistica 00001102-048 SA de CV,2023-04-15,"Av. Industria 148, Monterrey, Nuevo Leon",646180000114078260,Logistica,contacto00001102-048@proveedor.example.mx
YOE980525BVO,Servicios Mantenimiento 00001102-006 SA de CV,2021-07-15,"Av. Industria 106, Monterrey, Nuevo Leon",646180000110752289,Mantenimiento,contacto00001102-006@proveedor.example.mx
YPE941111CIO,Servicios Consultoria 00001102-032 SA de CV,2022-06-15,"Av. Industria 132, Monterrey, Nuevo Leon",646180000112811225,Consultoria,contacto00001102-032@proveedor.example.mx
YOK741111BYO,Servicios Consultoria 00001102-012 SA de CV,2022-04-15,"Av. Industria 112, Monterrey, Nuevo Leon",646180000111227425,Consultoria,contacto00001102-012@proveedor.example.mx
YOD970218BVB,Servicios Tecnologia 00001102-005 SA de CV,2020-06-15,"Av. Industria 105, Monterrey, Nuevo Leon",646180000110673096,Tecnologia,contacto00001102-005@proveedor.example.mx
YOH710218BXB,Servicios Insumos 00001102-009 SA de CV,2024-01-15,"Av. Industria 109, Monterrey, Nuevo Leon",646180000110989858,Insumos,contacto00001102-009@proveedor.example.mx
YOZ890804CGB,Servicios Consultoria 00001102-027 SA de CV,2022-01-15,"Av. Industria 127, Monterrey, Nuevo Leon",646180000112415278,Consultoria,contacto00001102-027@proveedor.example.mx
YOC961111BUO,Servicios Insumos 00001102-004 SA de CV,2024-05-15,"Av. Industria 104, Monterrey, Nuevo Leon",646180000110593901,Insumos,contacto00001102-004@proveedor.example.mx
YPH970804CKB,Servicios Tecnologia 00001102-035 SA de CV,2020-09-15,"Av. Industria 135, Monterrey, Nuevo Leon",646180000113048796,Tecnologia,contacto00001102-035@proveedor.example.mx
YOQ800525CBO,Servicios Logistica 00001102-018 SA de CV,2023-01-15,"Av. Industria 118, Monterrey, Nuevo Leon",646180000111702568,Logistica,contacto00001102-018@proveedor.example.mx
YOA940525BTO,Servicios Consultoria 00001102-002 SA de CV,2022-03-15,"Av. Industria 102, Monterrey, Nuevo Leon",646180000110435522,Consultoria,contacto00001102-002@proveedor.example.mx
YOT830218CDB,Servicios Mantenimiento 00001102-021 SA de CV,2021-04-15,"Av. Industria 121, Monterrey, Nuevo Leon",646180000111940139,Mantenimiento,contacto00001102-021@proveedor.example.mx
