po_id,vendor_rfc,date,amount,requester,approver,description
PO-00352,DHD850808FBT,2026-03-16,92056.44,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Mantenimiento preventivo de instalaciones
PO-00299,DFV810222EKT,2026-02-14,19269.92,Carla Soto 03 00001204,Diego Luna 04 00001204,Servicios de consultoria operativa
PO-00058,DGZ810808EZT,2026-02-03,71181.08,Diego Luna 04 00001204,Elena Mora 05 00001204,Servicios de consultoria operativa
PO-00203,DFP750808EHT,2026-05-05,35338.24,Elena Mora 05 00001204,Fabian Rios 06 00001204,Cuota mensual: mantenimiento preventivo de instalaciones
PO-00175,DHI901115FEG,2026-05-08,82601.28,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Mantenimiento preventivo de instalaciones
PO-00032,DGF910808EPT,2026-06-04,42797.04,Carla Soto 03 00001204,Diego Luna 04 00001204,Servicios de consultoria operativa
PO-00054,DGQ720501EVG,2026-04-14,102392.04,Diego Luna 04 00001204,Elena Mora 05 00001204,Servicios de logistica y entrega
PO-00292,DGS741115EWG,2026-05-08,67202.28,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Soporte y licencias de tecnologia
PO-00185,DGW781115EYG,2026-06-16,76446.32,Carla Soto 09 00001204,Diego Luna 10 00001204,Suministro de insumos de produccion
PO-00194,DGE900501EPG,2026-05-27,95244.12,Carla Soto 03 00001204,Diego Luna 04 00001204,Mantenimiento preventivo de instalaciones
PO-00010,DGH930222EQT,2026-06-26,82730.04,Elena Mora 05 00001204,Fabian Rios 06 00001204,Suministro de insumos de produccion
PO-00016,DGV770808EXT,2026-06-06,63423.00,Elena Mora 05 00001204,Fabian Rios 06 00001204,Servicios de logistica y entrega
PO-00117,DGK961115ESG,2026-02-05,37935.48,Diego Luna 04 00001204,Elena Mora 05 00001204,Servicios de consultoria operativa
PO-00360,DGE900501EPG,2026-05-25,17524.12,Carla Soto 09 00001204,Diego Luna 10 00001204,Mantenimiento preventivo de instalaciones
PO-00258,DGD890222EOT,2026-05-14,45118.20,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Soporte y licencias de tecnologia
PO-00282,DFT790808EJT,2026-01-24,26473.52,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Soporte y licencias de tecnologia
PO-00216,DHD850808FBT,2026-03-19,40292.60,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Mantenimiento preventivo de instalaciones
PO-00190,DFS780501EJG,2026-01-15,57385.20,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Suministro de insumos de produccion
PO-00345,DHM941115FGG,2026-06-20,21308.04,Elena Mora 05 00001204,Fabian Rios 06 00001204,Soporte y licencias de tecnologia
PO-00359,DGB870808ENT,2026-04-19,92165.48,Elena Mora 05 00001204,Fabian Rios 06 00001204,Servicios de logistica y entrega
PO-00003,DFZ850222EMT,2026-04-01,71343.48,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Mantenimiento preventivo de instalaciones
PO-00270,DGC881115EOG,2026-04-29,41850.48,Carla Soto 09 00001204,Diego Luna 10 00001204,Suministro de insumos de produccion
PO-00014,DHF870222FCT,2026-04-09,98094.24,Carla Soto 03 00001204,Diego Luna 04 00001204,Servicios de logistica y entrega
PO-00271,DHM941115FGG,2026-06-26,91872.00,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Soporte y licencias de tecnologia
PO-00251,DHO960501FHG,2026-02-15,85242.60,Carla Soto 09 00001204,Diego Luna 10 00001204,Gestion extraordinaria de rutas y embarques
PO-00204,DFR770222EIT,2026-06-05,35699.00,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Cuota mensual: servicios de logistica y entrega
PO-00325,DFW820501ELG,2026-02-26,104811.80,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Servicios de logistica y entrega
PO-00245,DGN990808ETT,2026-03-09,31028.84,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Soporte y licencias de tecnologia
PO-00049,DHM941115FGG,2026-06-24,80834.60,Carla Soto 03 00001204,Diego Luna 04 00001204,Soporte y licencias de tecnologia
PO-00046,DHA821115FAG,2026-02-11,43487.24,Diego Luna 04 00001204,Elena Mora 05 00001204,Servicios de logistica y entrega
PO-00202,DHJ910222FET,2026-05-19,89050.88,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de consultoria operativa
PO-00036,DGR730808EVT,2026-04-23,68428.40,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Suministro de insumos de produccion
PO-00138,DGB870808ENT,2026-04-24,64657.24,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Servicios de logistica y entrega
PO-00133,DGE900501EPG,2026-05-22,74289.88,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Mantenimiento preventivo de instalaciones
PO-00285,DGQ720501EVG,2026-04-17,87907.12,Elena Mora 05 00001204,Fabian Rios 06 00001204,Servicios de logistica y entrega
PO-00045,DGL970222EST,2026-02-17,79973.88,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Servicios de logistica y entrega
PO-00006,DFW820501ELG,2026-02-27,37049.24,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Servicios de logistica y entrega
PO-00040,DHB830222FAT,2026-02-23,102085.80,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Suministro de insumos de produccion
PO-00339,DHE861115FCG,2026-03-30,55191.64,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de consultoria operativa
PO-00074,DFU801115EKG,2026-02-05,30410.56,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Mantenimiento preventivo de instalaciones
PO-00365,DGK961115ESG,2026-02-06,24302.00,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Servicios de consultoria operativa
PO-00324,DHG880501FDG,2026-04-18,21714.04,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Suministro de insumos de produccion
PO-00335,DHC840501FBG,2026-03-02,48578.48,Elena Mora 05 00001204,Fabian Rios 06 00001204,Soporte y licencias de tecnologia
PO-00208,DGT750222EWT,2026-05-15,108331.24,Carla Soto 03 00001204,Diego Luna 04 00001204,Mantenimiento preventivo de instalaciones
PO-00197,DFS780501EJG,2026-01-09,96085.12,Carla Soto 09 00001204,Diego Luna 10 00001204,Suministro de insumos de produccion
PO-00142,DGJ950808ERT,2026-01-26,27202.00,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Mantenimiento preventivo de instalaciones
PO-00151,DHR990222FIT,2026-03-25,46400.00,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Servicios de logistica y entrega
PO-00200,DGN990808ETT,2026-03-12,37806.72,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Soporte y licencias de tecnologia
PO-00174,DGR730808EVT,2026-04-25,105377.88,Elena Mora 05 00001204,Fabian Rios 06 00001204,Suministro de insumos de produccion
PO-00255,DFW820501ELG,2026-02-22,30838.60,Carla Soto 03 00001204,Diego Luna 04 00001204,Servicios de logistica y entrega
PO-00137,DFZ850222EMT,2026-03-27,32524.08,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Mantenimiento preventivo de instalaciones
PO-00181,DGD890222EOT,2026-05-15,47749.08,Elena Mora 05 00001204,Fabian Rios 06 00001204,Soporte y licencias de tecnologia
PO-00241,DHI901115FEG,2026-05-09,81456.36,Elena Mora 05 00001204,Fabian Rios 06 00001204,Mantenimiento preventivo de instalaciones
PO-00316,DHA821115FAG,2026-02-10,93395.08,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Servicios de logistica y entrega
PO-00120,DFZ850222EMT,2026-03-31,33271.12,Diego Luna 04 00001204,Elena Mora 05 00001204,Mantenimiento preventivo de instalaciones
PO-00157,DHL930808FFT,2026-06-10,89028.84,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Suministro de insumos de produccion
PO-00331,DGK961115ESG,2026-02-09,77931.12,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Servicios de consultoria operativa
PO-00075,DHI901115FEG,2026-05-07,47220.12,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Mantenimiento preventivo de instalaciones
PO-00284,DFV810222EKT,2026-02-18,59876.88,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Servicios de consultoria operativa
PO-00224,DFV810222EKT,2026-02-17,51239.52,Diego Luna 04 00001204,Elena Mora 05 00001204,Servicios de consultoria operativa
PO-00012,DGY800501EZG,2026-01-18,97936.48,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Mantenimiento preventivo de instalaciones
PO-00227,DGE900501EPG,2026-05-24,83323.96,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Mantenimiento preventivo de instalaciones
PO-00002,DGP710222EUT,2026-04-05,66361.28,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Servicios de consultoria operativa
PO-00244,DFU801115EKG,2026-02-01,77215.40,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Mantenimiento preventivo de instalaciones
PO-00315,DFS780501EJG,2026-01-10,27994.28,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Suministro de insumos de produccion
PO-00191,DGB870808ENT,2026-04-22,51273.16,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Servicios de logistica y entrega
PO-00349,DGV770808EXT,2026-06-11,62909.12,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Servicios de logistica y entrega
PO-00307,DGH930222EQT,2026-06-28,80516.76,Carla Soto 09 00001204,Diego Luna 10 00001204,Suministro de insumos de produccion
PO-00078,DHI901115FEG,2026-05-12,14070.80,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Mantenimiento preventivo de instalaciones
PO-00287,DHF870222FCT,2026-04-10,100244.88,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Servicios de logistica y entrega
PO-00211,DGD890222EOT,2026-05-16,27416.60,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Soporte y licencias de tecnologia
PO-00034,DGT750222EWT,2026-05-18,14279.60,Diego Luna 04 00001204,Elena Mora 05 00001204,Mantenimiento preventivo de instalaciones
PO-00332,DGK961115ESG,2026-02-10,41737.96,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de consultoria operativa
PO-00082,DHD850808FBT,2026-03-15,98254.32,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Mantenimiento preventivo de instalaciones
PO-00269,DFW820501ELG,2026-03-01,109382.20,Bruno Garcia 02 00001204,Carla Soto 03 00001204,Servicios de logistica y entrega
PO-00104,DGW781115EYG,2026-06-17,20757.04,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Suministro de insumos de produccion
PO-00337,DGI940501ERG,2026-01-13,36823.04,Elena Mora 05 00001204,Fabian Rios 06 00001204,Soporte y licencias de tecnologia
PO-00192,DGF910808EPT,2026-06-02,56157.92,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de consultoria operativa
PO-00256,DHD850808FBT,2026-03-14,104788.60,Carla Soto 03 00001204,Diego Luna 04 00001204,Mantenimiento preventivo de instalaciones
PO-00366,DGT750222EWT,2026-05-19,94312.64,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Mantenimiento preventivo de instalaciones
PO-00172,DGN990808ETT,2026-03-13,36497.08,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Soporte y licencias de tecnologia
PO-00193,DFZ850222EMT,2026-03-30,72410.68,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Mantenimiento preventivo de instalaciones
PO-00091,DGR730808EVT,2026-04-24,84631.28,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Suministro de insumos de produccion
PO-00186,DGR730808EVT,2026-04-27,44314.32,Carla Soto 09 00001204,Diego Luna 10 00001204,Suministro de insumos de produccion
PO-00310,DHG880501FDG,2026-04-19,59657.64,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Suministro de insumos de produccion
PO-00314,DGW781115EYG,2026-06-18,67068.88,Carla Soto 03 00001204,Diego Luna 04 00001204,Suministro de insumos de produccion
PO-00029,DHL930808FFT,2026-06-09,40845.92,Diego Luna 04 00001204,Elena Mora 05 00001204,Suministro de insumos de produccion
PO-00004,DGB870808ENT,2026-04-18,61249.16,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Servicios de logistica y entrega
PO-00008,DGD890222EOT,2026-05-13,22132.80,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Soporte y licencias de tecnologia
PO-00131,DHG880501FDG,2026-04-21,36465.76,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Suministro de insumos de produccion
PO-00148,DHB830222FAT,2026-02-19,48156.24,Diego Luna 04 00001204,Elena Mora 05 00001204,Suministro de insumos de produccion
PO-00070,DGZ810808EZT,2026-02-02,88242.36,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Servicios de consultoria operativa
PO-00153,DGZ810808EZT,2026-01-29,84451.48,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de consultoria operativa
PO-00179,DGG921115EQG,2026-06-18,24801.96,Elena Mora 05 00001204,Fabian Rios 06 00001204,Servicios de logistica y entrega
PO-00228,DFR770222EIT,2026-05-05,35699.00,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Cuota mensual: servicios de logistica y entrega
PO-00173,DHH890808FDT,2026-05-01,28522.08,Elena Mora 05 00001204,Fabian Rios 06 00001204,Soporte y licencias de tecnologia
PO-00048,DGA860501ENG,2026-04-10,90879.04,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Servicios de consultoria operativa
PO-00023,DHC840501FBG,2026-03-06,44433.80,Carla Soto 03 00001204,Diego Luna 04 00001204,Soporte y licencias de tecnologia
PO-00031,DHD850808FBT,2026-03-17,67595.52,Diego Luna 04 00001204,Elena Mora 05 00001204,Mantenimiento preventivo de instalaciones
PO-00225,DFP750808EHT,2026-06-05,35338.24,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Cuota mensual: mantenimiento preventivo de instalaciones
PO-00176,DGC881115EOG,2026-05-05,32999.68,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Suministro de insumos de produccion
PO-00028,DHM941115FGG,2026-06-23,26120.88,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Soporte y licencias de tecnologia
PO-00210,DFW820501ELG,2026-02-25,45199.40,Diego Luna 04 00001204,Elena Mora 05 00001204,Servicios de logistica y entrega
PO-00017,DGH930222EQT,2026-06-25,76214.32,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Suministro de insumos de produccion
PO-00302,DHC840501FBG,2026-03-08,46299.08,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Soporte y licencias de tecnologia
PO-00236,DFX830808ELT,2026-03-07,107770.96,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Suministro de insumos de produccion
PO-00086,DHG880501FDG,2026-04-16,86331.84,Fabian Rios 06 00001204,Ana Ruiz 07 00001204,Suministro de insumos de produccion
PO-00329,DFV810222EKT,2026-02-12,34739.68,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de consultoria operativa
PO-00180,DGI940501ERG,2026-01-18,76302.48,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Soporte y licencias de tecnologia
PO-00362,DFT790808EJT,2026-01-27,52237.12,Carla Soto 09 00001204,Diego Luna 10 00001204,Soporte y licencias de tecnologia
PO-00143,DFY841115EMG,2026-03-21,48150.44,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Soporte y licencias de tecnologia
PO-00101,DGF910808EPT,2026-06-05,64547.04,Diego Luna 10 00001204,Ana Ruiz 01 00001204,Servicios de consultoria operativa
PO-00163,DFR770222EIT,2026-02-05,35699.00,Diego Luna 04 00001204,Elena Mora 05 00001204,Cuota mensual: servicios de logistica y entrega
PO-00296,DHE861115FCG,2026-03-24,22479.64,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Servicios de consultoria operativa
PO-00119,DFZ850222EMT,2026-03-28,70742.60,Carla Soto 03 00001204,Diego Luna 04 00001204,Mantenimiento preventivo de instalaciones
PO-00223,DFZ850222EMT,2026-04-03,107866.08,Elena Mora 05 00001204,Fabian Rios 06 00001204,Mantenimiento preventivo de instalaciones
PO-00132,DHF870222FCT,2026-04-07,39624.44,Carla Soto 09 00001204,Diego Luna 10 00001204,Servicios de logistica y entrega
PO-00089,DFZ850222EMT,2026-04-02,102494.12,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Mantenimiento preventivo de instalaciones
PO-00018,DGY800501EZG,2026-01-17,64515.72,Ana Ruiz 01 00001204,Bruno Garcia 02 00001204,Mantenimiento preventivo de instalaciones
PO-00085,DGT750222EWT,2026-05-17,34595.84,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Mantenimiento preventivo de instalaciones
PO-00112,DGX790222EYT,2026-06-28,35963.48,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Soporte y licencias de tecnologia
PO-00232,DGG921115EQG,2026-06-17,84272.84,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Servicios de logistica y entrega
PO-00118,DFY841115EMG,2026-03-22,25627.88,Ana Ruiz 07 00001204,Bruno Garcia 08 00001204,Soporte y licencias de tecnologia
PO-00147,DFS780501EJG,2026-01-16,39109.40,Bruno Garcia 08 00001204,Carla Soto 09 00001204,Suministro de insumos de produccion
PO-00087,DHF870222FCT,2026-04-05,34423.00,Elena Mora 05 00001204,Fabian Rios 06 00001204,Servicios de logistica y entrega
PO-00209,DGP710222EUT,2026-04-03,89706.28,Carla Soto 03 00001204,Diego Luna 04 00001204,Servicios de consultoria operativa
