rfc,legal_name,registered_date,address,bank_clabe,category,contact_email
DHG880501FDG,Servicios Insumos 00001204-044 SA de CV,2024-09-15,"Av. Industria 144, Monterrey, Nuevo Leon",646180000123968646,Insumos,contacto00001204-044@proveedor.example.mx
DFR770222EIT,Servicios Logistica 00001204-003 SA de CV,2023-04-15,"Av. Industria 103, Monterrey, Nuevo Leon",646180000120721857,Logistica,contacto00001204-003@proveedor.example.mx
DHI901115FEG,Servicios Mantenimiento 00001204-046 SA de CV,2021-02-15,"Av. Industria 146, Monterrey, Nuevo Leon",646180000124127020,Mantenimiento,contacto00001204-046@proveedor.example.mx
DFW820501ELG,Servicios Logistica 00001204-008 SA de CV,2023-09-15,"Av. Industria 108, Monterrey, Nuevo Leon",646180000121117800,Logistica,contacto00001204-008@proveedor.example.mx
DHO960501FHG,Servicios Logistica 00001204-052 SA de CV,2022-08-15,"Av. Industria 152, Monterrey, Nuevo Leon",646180000124602163,Logistica,contacto00001204-052@proveedor.example.mx
DGF910808EPT,Servicios Consultoria 00001204-017 SA de CV,2022-09-15,"Av. Industria 117, Monterrey, Nuevo Leon",646180000121830514,Consultoria,contacto00001204-017@proveedor.example.mx
DHF870222FCT,Servicios Logistica 00001204-043 SA de CV,2023-08-15,"Av. Industria 143, Monterrey, Nuevo Leon",646180000123889453,Logistica,contacto00001204-043@proveedor.example.mx
DHB830222FAT,Servicios Insumos 00001204-039 SA de CV,2024-04-15,"Av. Industria 139, Monterrey, Nuevo Leon",646180000123572692,Insumos,contacto00001204-039@proveedor.example.mx
DGJ950808ERT,Servicios Mantenimiento 00001204-021 SA de CV,2021-04-15,"Av. Industria 121, Monterrey, Nuevo Leon",646180000122147277,Mantenimiento,contacto00001204-021@proveedor.example.mx
DHP970808FHT,Servicios Mantenimiento 00001204-053 SA de CV,2023-09-15,"Av. Industria 153, Monterrey, Nuevo Leon",646180000124681359,Mantenimiento,contacto00001204-053@proveedor.example.mx
DGW781115EYG,Servicios Insumos 00001204-034 SA de CV,2024-08-15,"Av. Industria 134, Monterrey, Nuevo Leon",646180000123176742,Insumos,contacto00001204-034@proveedor.example.mx
DFP750808EHT,Servicios Mantenimiento 00001204-001 SA de CV,2021-02-15,"Av. Industria 101, Monterrey, Nuevo Leon",646180000120563471,Mantenimiento,contacto00001204-001@proveedor.example.mx
DFZ850222EMT,Servicios Mantenimiento 00001204-011 SA de CV,2021-03-15,"Av. Industria 111, Monterrey, Nuevo Leon",646180000121355374,Mantenimiento,contacto00001204-011@proveedor.example.mx
DGV770808EXT,Servicios Logistica 00001204-033 SA de CV,2023-07-15,"Av. Industria 133, Monterrey, Nuevo Leon",646180000123097559,Logistica,contacto00001204-033@proveedor.example.mx
DHT710808FJT,Servicios Insumos 00001204-057 SA de CV,2022-04-15,"Av. Industria 157, Monterrey, Nuevo Leon",646180000124998110,Insumos,contacto00001204-057@proveedor.example.mx
DGR730808EVT,Servicios Insumos 00001204-029 SA de CV,2024-03-15,"Av. Industria 129, Monterrey, Nuevo Leon",646180000122780799,Insumos,contacto00001204-029@proveedor.example.mx
DGE900501EPG,Servicios Mantenimiento 00001204-016 SA de CV,2021-08-15,"Av. Industria 116, Monterrey, Nuevo Leon",646180000121751321,Mantenimiento,contacto00001204-016@proveedor.example.mx
DHQ981115FIG,Servicios Consultoria 00001204-054 SA de CV,2024-01-15,"Av. Industria 154, Monterrey, Nuevo Leon",646180000124760542,Consultoria,contacto00001204-054@proveedor.example.mx
DGL970222EST,Servicios Logistica 00001204-023 SA de CV,2023-06-15,"Av. Industria 123, Monterrey, Nuevo Leon",646180000122305653,Logistica,contacto00001204-023@proveedor.example.mx
DHR990222FIT,Servicios Logistica 00001204-055 SA de CV,2020-02-15,"Av. Industria 155, Monterrey, Nuevo Leon",646180000124839732,Logistica,contacto00001204-055@proveedor.example.mx
DGD890222EOT,Servicios Tecnologia 00001204-015 SA de CV,2020-07-15,"Av. Industria 115, Monterrey, Nuevo Leon",646180000121672138,Tecnologia,contacto00001204-015@proveedor.example.mx
DGP710222EUT,Servicios Consultoria 00001204-027 SA de CV,2022-01-15,"Av. Industria 127, Monterrey, Nuevo Leon",646180000122622417,Consultoria,contacto00001204-027@proveedor.example.mx
DGG921115EQG,Servicios Logistica 00001204-018 SA de CV,2023-01-15,"Av. Industria 118, Monterrey, Nuevo Leon",646180000121909704,Logistica,contacto00001204-018@proveedor.example.mx
DHL930808FFT,Servicios Insumos 00001204-049 SA de CV,2024-05-15,"Av. Industria 149, Monterrey, Nuevo Leon",646180000124364595,Insumos,contacto00001204-049@proveedor.example.mx
DFY841115EMG,Servicios Tecnologia 00001204-010 SA de CV,2020-02-15,"Av. Industria 110, Monterrey, Nuevo Leon",646180000121276181,Tecnologia,contacto00001204-010@proveedor.example.mx
DGS741115EWG,Servicios Tecnologia 00001204-030 SA de CV,2020-04-15,"Av. Industria 130, Monterrey, Nuevo Leon",646180000122859989,Tecnologia,contacto00001204-030@proveedor.example.mx
DHK920501FFG,Servicios Logistica 00001204-048 SA de CV,2023-04-15,"Av. Industria 148, Monterrey, Nuevo Leon",646180000124285409,Logistica,contacto00001204-048@proveedor.example.mx
DHD850808FBT,Servicios Mantenimiento 00001204-041 SA de CV,2021-06-15,"Av. Industria 141, Monterrey, Nuevo Leon",646180000123731077,Mantenimiento,contacto00001204-041@proveedor.example.mx
DFV810222EKT,Servicios Consultoria 00001204-007 SA de CV,2022-08-15,"Av. Industria 107, Monterrey, Nuevo Leon",646180000121038617,Consultoria,contacto00001204-007@proveedor.example.mx
