entry_id,date,account_code,account_name,debit,credit,description,invoice_uuid,cost_center,approver
25,2026-06-30,1020,Bancos,0.00,21308.04,Pago factura INV-00353,INV-00353,CC-100 Operaciones,Bruno Garcia 02 00001204
26,2026-01-19,1020,Bancos,0.00,96085.12,Pago factura INV-00364,INV-00364,CC-100 Operaciones,Bruno Garcia 02 00001204
27,2026-02-24,1180,IVA acreditable,4462.40,0.00,Registro factura INV-00247,INV-00247,CC-100 Operaciones,Diego Luna 10 00001204
28,2026-02-11,5000,Gastos operativos,37489.00,0.00,Registro factura INV-00081,INV-00081,CC-100 Operaciones,Elena Mora 05 00001204
29,2026-02-07,5000,Gastos operativos,21271.00,0.00,Registro factura INV-00244,INV-00244,CC-100 Operaciones,Ana Ruiz 01 00001204
30,2026-04-14,2100,Cuentas por pagar,99268.16,0.00,Pago factura INV-00100,INV-00100,CC-100 Operaciones,Bruno Garcia 02 00001204
31,2026-06-12,2100,Cuentas por pagar,0.00,31610.00,Registro factura INV-00298,INV-00298,CC-100 Operaciones,Fabian Rios 06 00001204
32,2026-06-02,1180,IVA acreditable,9031.04,0.00,Registro factura INV-00005,INV-00005,CC-100 Operaciones,Bruno Garcia 02 00001204
33,2026-05-29,5000,Gastos operativos,43019.00,0.00,Registro factura INV-00200,INV-00200,CC-100 Operaciones,Fabian Rios 06 00001204
34,2026-04-02,2100,Cuentas por pagar,0.00,31390.76,Registro factura INV-00150,INV-00150,CC-100 Operaciones,Ana Ruiz 07 00001204
35,2026-03-07,2100,Cuentas por pagar,0.00,107770.96,Registro factura INV-00055,INV-00055,CC-100 Operaciones,Carla Soto 09 00001204
36,2026-03-12,2100,Cuentas por pagar,21202.94,0.00,Pago factura INV-00009,INV-00009,CC-100 Operaciones,Bruno Garcia 02 00001204
37,2026-03-18,2100,Cuentas por pagar,0.00,25837.84,Registro factura INV-00297,INV-00297,CC-100 Operaciones,Diego Luna 10 00001204
38,2026-05-23,5000,Gastos operativos,47452.00,0.00,Registro factura INV-00358,INV-00358,CC-100 Operaciones,Fabian Rios 06 00001204
39,2026-02-04,2100,Cuentas por pagar,75194.68,0.00,Pago factura INV-00329,INV-00329,CC-100 Operaciones,Bruno Garcia 02 00001204
40,2026-06-13,2100,Cuentas por pagar,0.00,70067.48,Registro factura INV-00357,INV-00357,CC-100 Operaciones,Carla Soto 03 00001204
41,2026-02-16,1180,IVA acreditable,11561.92,0.00,Registro factura INV-00152,INV-00152,CC-100 Operaciones,Bruno Garcia 08 00001204
42,2026-01-27,1180,IVA acreditable,8235.68,0.00,Registro factura INV-00050,INV-00050,CC-100 Operaciones,Bruno Garcia 08 00001204
43,2026-06-17,2100,Cuentas por pagar,89670.32,0.00,Pago factura INV-00281,INV-00281,CC-100 Operaciones,Bruno Garcia 02 00001204
44,2026-05-06,1020,Bancos,0.00,73733.08,Pago factura INV-00207,INV-00207,CC-100 Operaciones,Bruno Garcia 02 00001204
45,2026-02-16,2100,Cuentas por pagar,0.00,58372.36,Registro factura INV-00184,INV-00184,CC-100 Operaciones,Fabian Rios 06 00001204
46,2026-04-10,2100,Cuentas por pagar,66260.36,0.00,Pago factura INV-00274,INV-00274,CC-100 Operaciones,Bruno Garcia 02 00001204
47,2026-01-24,2100,Cuentas por pagar,99316.88,0.00,Pago factura INV-00146,INV-00146,CC-100 Operaciones,Bruno Garcia 02 00001204
48,2026-02-17,1180,IVA acreditable,11030.88,0.00,Registro factura INV-00106,INV-00106,CC-100 Operaciones,Carla Soto 03 00001204
49,2026-01-15,5000,Gastos operativos,49470.00,0.00,Registro factura INV-00172,INV-00172,CC-100 Operaciones,Bruno Garcia 02 00001204
50,2026-03-12,1020,Bancos,0.00,83872.64,Pago factura INV-00075,INV-00075,CC-100 Operaciones,Bruno Garcia 02 00001204
51,2026-04-24,1020,Bancos,0.00,102392.04,Pago factura INV-00248,INV-00248,CC-100 Operaciones,Bruno Garcia 02 00001204
52,2026-06-26,2100,Cuentas por pagar,76650.48,0.00,Pago factura INV-00058,INV-00058,CC-100 Operaciones,Bruno Garcia 02 00001204
53,2026-03-22,5000,Gastos operativos,54269.00,0.00,Registro factura INV-00221,INV-00221,CC-100 Operaciones,Fabian Rios 06 00001204
54,2026-01-26,1180,IVA acreditable,3752.00,0.00,Registro factura INV-00029,INV-00029,CC-100 Operaciones,Ana Ruiz 01 00001204
55,2026-04-05,1180,IVA acreditable,4748.00,0.00,Registro factura INV-00118,INV-00118,CC-100 Operaciones,Fabian Rios 06 00001204
56,2026-02-17,2100,Cuentas por pagar,32981.12,0.00,Pago factura INV-00319,INV-00319,CC-100 Operaciones,Bruno Garcia 02 00001204
57,2026-05-30,2100,Cuentas por pagar,0.00,15450.04,Registro factura INV-00109,INV-00109,CC-100 Operaciones,Ana Ruiz 01 00001204
58,2026-02-10,2100,Cuentas por pagar,0.00,93395.08,Registro factura INV-00282,INV-00282,CC-100 Operaciones,Bruno Garcia 08 00001204
59,2026-03-27,1180,IVA acreditable,4486.08,0.00,Registro factura INV-00292,INV-00292,CC-100 Operaciones,Ana Ruiz 07 00001204
60,2026-03-16,1020,Bancos,0.00,44433.80,Pago factura INV-00173,INV-00173,CC-100 Operaciones,Bruno Garcia 02 00001204
61,2026-02-11,2100,Cuentas por pagar,77215.40,0.00,Pago factura INV-00322,INV-00322,CC-100 Operaciones,Bruno Garcia 02 00001204
62,2026-03-28,1180,IVA acreditable,4108.00,0.00,Registro factura INV-00291,INV-00291,CC-100 Operaciones,Fabian Rios 06 00001204
63,2026-01-09,2100,Cuentas por pagar,0.00,96085.12,Registro factura INV-00364,INV-00364,CC-100 Operaciones,Diego Luna 10 00001204
64,2026-06-09,2100,Cuentas por pagar,0.00,40845.92,Registro factura INV-00127,INV-00127,CC-100 Operaciones,Elena Mora 05 00001204
65,2026-03-11,1020,Bancos,0.00,17558.92,Pago factura INV-00299,INV-00299,CC-100 Operaciones,Bruno Garcia 02 00001204
66,2026-03-18,5000,Gastos operativos,47155.00,0.00,Registro factura INV-00030,INV-00030,CC-100 Operaciones,Bruno Garcia 02 00001204
67,2026-06-04,5000,Gastos operativos,36894.00,0.00,Registro factura INV-00275,INV-00275,CC-100 Operaciones,Diego Luna 04 00001204
68,2026-06-07,5000,Gastos operativos,77302.00,0.00,Registro factura INV-00281,INV-00281,CC-100 Operaciones,Carla Soto 03 00001204
69,2026-04-10,1180,IVA acreditable,13826.88,0.00,Registro factura INV-00183,INV-00183,CC-100 Operaciones,Ana Ruiz 01 00001204
70,2026-04-15,2100,Cuentas por pagar,0.00,39740.44,Registro factura INV-00368,INV-00368,CC-100 Operaciones,Diego Luna 10 00001204
71,2026-01-21,2100,Cuentas por pagar,0.00,47999.64,Registro factura INV-00084,INV-00084,CC-100 Operaciones,Diego Luna 10 00001204
72,2026-06-08,1020,Bancos,0.00,101266.84,Pago factura INV-00096,INV-00096,CC-100 Operaciones,Bruno Garcia 02 00001204
73,2026-04-12,5000,Gastos operativos,30204.00,0.00,Registro factura INV-00195,INV-00195,CC-100 Operaciones,Carla Soto 03 00001204
74,2026-06-25,1020,Bancos,0.00,49639.88,Pago factura INV-00112,INV-00112,CC-100 Operaciones,Bruno Garcia 02 00001204
75,2026-03-10,2100,Cuentas por pagar,0.00,54027.00,Registro factura INV-00198,INV-00198,CC-100 Operaciones,Diego Luna 10 00001204
76,2026-05-05,5000,Gastos operativos,39064.00,0.00,Registro factura INV-00294,INV-00294,CC-100 Operaciones,Bruno Garcia 02 00001204
77,2026-06-19,1020,Bancos,0.00,104715.52,Pago factura INV-00023,INV-00023,CC-100 Operaciones,Bruno Garcia 02 00001204
78,2026-05-09,1180,IVA acreditable,11235.36,0.00,Registro factura INV-00224,INV-00224,CC-100 Operaciones,Fabian Rios 06 00001204
79,2026-02-18,1180,IVA acreditable,4433.76,0.00,Registro factura INV-00196,INV-00196,CC-100 Operaciones,Diego Luna 10 00001204
80,2026-02-10,5000,Gastos operativos,80513.00,0.00,Registro factura INV-00282,INV-00282,CC-100 Operaciones,Bruno Garcia 08 00001204
81,2026-01-20,2100,Cuentas por pagar,0.00,59185.52,Registro factura INV-00137,INV-00137,CC-100 Operaciones,Ana Ruiz 01 00001204
82,2026-01-23,5000,Gastos operativos,72594.00,0.00,Registro factura INV-00104,INV-00104,CC-100 Operaciones,Diego Luna 04 00001204
83,2026-06-08,2100,Cuentas por pagar,49902.04,0.00,Pago factura INV-00200,INV-00200,CC-100 Operaciones,Bruno Garcia 02 00001204
84,2026-04-26,2100,Cuentas por pagar,86331.84,0.00,Pago factura INV-00337,INV-00337,CC-100 Operaciones,Bruno Garcia 02 00001204
85,2026-03-23,1020,Bancos,0.00,36497.08,Pago factura INV-00102,INV-00102,CC-100 Operaciones,Bruno Garcia 02 00001204
86,2026-06-27,1180,IVA acreditable,13087.52,0.00,Registro factura INV-00094,INV-00094,CC-100 Operaciones,Carla Soto 03 00001204
87,2026-06-30,1020,Bancos,0.00,37974.92,Pago factura INV-00250,INV-00250,CC-100 Operaciones,Bruno Garcia 02 00001204
88,2026-04-10,1020,Bancos,0.00,33271.12,Pago factura INV-00216,INV-00216,CC-100 Operaciones,Bruno Garcia 02 00001204
89,2026-06-30,2100,Cuentas por pagar,108092.28,0.00,Pago factura INV-00052,INV-00052,CC-100 Operaciones,Bruno Garcia 02 00001204
90,2026-02-25,1020,Bancos,0.00,51406.56,Pago factura INV-00046,INV-00046,CC-100 Operaciones,Bruno Garcia 02 00001204
91,2026-04-13,2100,Cuentas por pagar,0.00,45006.84,Registro factura INV-00300,INV-00300,CC-100 Operaciones,Bruno Garcia 08 00001204
92,2026-03-13,2100,Cuentas por pagar,0.00,45734.16,Registro factura INV-00372,INV-00372,CC-100 Operaciones,Ana Ruiz 07 00001204
93,2026-05-09,2100,Cuentas por pagar,83805.36,0.00,Pago factura INV-00220,INV-00220,CC-100 Operaciones,Bruno Garcia 02 00001204
94,2026-04-26,5000,Gastos operativos,49755.00,0.00,Registro factura INV-00233,INV-00233,CC-100 Operaciones,Carla Soto 03 00001204
95,2026-02-05,5000,Gastos operativos,32703.00,0.00,Registro factura INV-00115,INV-00115,CC-100 Operaciones,Elena Mora 05 00001204
96,2026-02-13,1020,Bancos,0.00,71181.08,Pago factura INV-00022,INV-00022,CC-100 Operaciones,Bruno Garcia 02 00001204
97,2026-06-15,1180,IVA acreditable,6846.88,0.00,Registro factura INV-00112,INV-00112,CC-100 Operaciones,Elena Mora 05 00001204
98,2026-05-28,2100,Cuentas por pagar,97999.12,0.00,Pago factura INV-00043,INV-00043,CC-100 Operaciones,Bruno Garcia 02 00001204
99,2026-04-02,4000,Ingresos por servicios,55000.00,0.00,Reversion de venta cancelada INV-00126,INV-00126,CC-100 Operaciones,Bruno Garcia 02 00001204
100,2026-06-10,5000,Gastos operativos,73183.00,0.00,Registro factura INV-00070,INV-00070,CC-100 Operaciones,Diego Luna 04 00001204
101,2026-04-13,1180,IVA acreditable,4052.80,0.00,Registro factura INV-00143,INV-00143,CC-100 Operaciones,Diego Luna 10 00001204
102,2026-05-05,2100,Cuentas por pagar,105377.88,0.00,Pago factura INV-00031,INV-00031,CC-100 Operaciones,Bruno Garcia 02 00001204
103,2026-04-25,1020,Bancos,0.00,100131.20,Pago factura INV-00360,INV-00360,CC-100 Operaciones,Bruno Garcia 02 00001204
104,2026-06-07,1180,IVA acreditable,10678.72,0.00,Registro factura INV-00278,INV-00278,CC-100 Operaciones,Elena Mora 05 00001204
105,2026-02-18,4000,Ingresos por servicios,0.00,53003.00,Registro venta INV-00288,INV-00288,CC-100 Operaciones,Bruno Garcia 02 00001204
106,2026-01-18,2100,Cuentas por pagar,0.00,97936.48,Registro factura INV-00149,INV-00149,CC-100 Operaciones,Carla Soto 09 00001204
107,2026-04-30,5000,Gastos operativos,94563.00,0.00,Registro factura INV-00307,INV-00307,CC-100 Operaciones,Carla Soto 09 00001204
108,2026-02-06,5000,Gastos operativos,59498.00,0.00,Registro factura INV-00205,INV-00205,CC-100 Operaciones,Diego Luna 04 00001204
109,2026-04-14,1020,Bancos,0.00,69600.00,Pago factura INV-00018,INV-00018,CC-100 Operaciones,Bruno Garcia 02 00001204
110,2026-03-02,1020,Bancos,0.00,69119.76,Pago factura INV-00296,INV-00296,CC-100 Operaciones,Bruno Garcia 02 00001204
111,2026-06-26,1180,IVA acreditable,11411.04,0.00,Registro factura INV-00010,INV-00010,CC-100 Operaciones,Fabian Rios 06 00001204
112,2026-03-12,2100,Cuentas por pagar,83872.64,0.00,Pago factura INV-00075,INV-00075,CC-100 Operaciones,Bruno Garcia 02 00001204
113,2026-04-17,5000,Gastos operativos,75782.00,0.00,Registro factura INV-00105,INV-00105,CC-100 Operaciones,Fabian Rios 06 00001204
114,2026-01-30,5000,Gastos operativos,81410.00,0.00,Registro factura INV-00063,INV-00063,CC-100 Operaciones,Carla Soto 09 00001204
115,2026-06-02,2100,Cuentas por pagar,0.00,65475.04,Registro factura INV-00005,INV-00005,CC-100 Operaciones,Bruno Garcia 02 00001204
116,2026-04-09,2100,Cuentas por pagar,72410.68,0.00,Pago factura INV-00039,INV-00039,CC-100 Operaciones,Bruno Garcia 02 00001204
117,2026-02-06,2100,Cuentas por pagar,0.00,24302.00,Registro factura INV-00001,INV-00001,CC-100 Operaciones,Bruno Garcia 02 00001204
118,2026-01-15,1180,IVA acreditable,5300.00,0.00,Registro factura INV-00304,INV-00304,CC-100 Operaciones,Diego Luna 10 00001204
119,2026-03-31,2100,Cuentas por pagar,48150.44,0.00,Pago factura INV-00163,INV-00163,CC-100 Operaciones,Bruno Garcia 02 00001204
120,2026-03-12,5000,Gastos operativos,44860.00,0.00,Registro factura INV-00060,INV-00060,CC-100 Operaciones,Diego Luna 04 00001204
121,2026-02-27,2100,Cuentas por pagar,0.00,79288.32,Registro factura INV-00257,INV-00257,CC-100 Operaciones,Ana Ruiz 07 00001204
122,2026-04-01,1020,Bancos,0.00,25627.88,Pago factura INV-00212,INV-00212,CC-100 Operaciones,Bruno Garcia 02 00001204
123,2026-04-25,2100,Cuentas por pagar,100131.20,0.00,Pago factura INV-00360,INV-00360,CC-100 Operaciones,Bruno Garcia 02 00001204
124,2026-01-12,2100,Cuentas por pagar,27188.54,0.00,Pago factura INV-00053,INV-00053,CC-100 Operaciones,Bruno Garcia 02 00001204
125,2026-02-06,2100,Cuentas por pagar,52237.12,0.00,Pago factura INV-00359,INV-00359,CC-100 Operaciones,Bruno Garcia 02 00001204
126,2026-06-04,2100,Cuentas por pagar,17524.12,0.00,Pago factura INV-00365,INV-00365,CC-100 Operaciones,Bruno Garcia 02 00001204
127,2026-06-10,2100,Cuentas por pagar,0.00,84892.28,Registro factura INV-00070,INV-00070,CC-100 Operaciones,Diego Luna 04 00001204
128,2026-03-23,1180,IVA acreditable,9307.84,0.00,Registro factura INV-00346,INV-00346,CC-100 Operaciones,Elena Mora 05 00001204
129,2026-01-26,2100,Cuentas por pagar,0.00,75572.84,Registro factura INV-00136,INV-00136,CC-100 Operaciones,Carla Soto 03 00001204
130,2026-02-12,1020,Bancos,0.00,88242.36,Pago factura INV-00290,INV-00290,CC-100 Operaciones,Bruno Garcia 02 00001204
131,2026-04-08,1180,IVA acreditable,6800.00,0.00,Registro factura INV-00219,INV-00219,CC-100 Operaciones,Bruno Garcia 08 00001204
132,2026-02-22,2100,Cuentas por pagar,34739.68,0.00,Pago factura INV-00279,INV-00279,CC-100 Operaciones,Bruno Garcia 02 00001204
133,2026-05-09,5000,Gastos operativos,70359.00,0.00,Registro factura INV-00006,INV-00006,CC-100 Operaciones,Bruno Garcia 08 00001204
134,2026-06-02,2100,Cuentas por pagar,0.00,56157.92,Registro factura INV-00283,INV-00283,CC-100 Operaciones,Diego Luna 10 00001204
135,2026-04-07,2100,Cuentas por pagar,70742.60,0.00,Pago factura INV-00264,INV-00264,CC-100 Operaciones,Bruno Garcia 02 00001204
136,2026-06-20,1020,Bancos,0.00,89028.84,Pago factura INV-00045,INV-00045,CC-100 Operaciones,Bruno Garcia 02 00001204
137,2026-03-17,1020,Bancos,0.00,15417.56,Pago factura INV-00114,INV-00114,CC-100 Operaciones,Bruno Garcia 02 00001204
138,2026-06-05,2100,Cuentas por pagar,0.00,35699.00,Registro factura INV-00341,INV-00341,CC-100 Operaciones,Carla Soto 09 00001204
139,2026-06-23,1180,IVA acreditable,3602.88,0.00,Registro factura INV-00331,INV-00331,CC-100 Operaciones,Ana Ruiz 07 00001204
140,2026-05-05,1180,IVA acreditable,4924.00,0.00,Registro factura INV-00130,INV-00130,CC-100 Operaciones,Bruno Garcia 08 00001204
141,2026-06-10,1180,IVA acreditable,12279.84,0.00,Registro factura INV-00045,INV-00045,CC-100 Operaciones,Bruno Garcia 02 00001204
142,2026-03-16,1180,IVA acreditable,12697.44,0.00,Registro factura INV-00345,INV-00345,CC-100 Operaciones,Bruno Garcia 08 00001204
143,2026-04-11,1180,IVA acreditable,4104.64,0.00,Registro factura INV-00232,INV-00232,CC-100 Operaciones,Diego Luna 04 00001204
144,2026-06-03,2100,Cuentas por pagar,83323.96,0.00,Pago factura INV-00231,INV-00231,CC-100 Operaciones,Bruno Garcia 02 00001204
145,2026-04-20,2100,Cuentas por pagar,0.00,14522.04,Registro factura INV-00277,INV-00277,CC-100 Operaciones,Elena Mora 05 00001204
146,2026-04-11,2100,Cuentas por pagar,0.00,51756.88,Registro factura INV-00310,INV-00310,CC-100 Operaciones,Fabian Rios 06 00001204
147,2026-01-30,4000,Ingresos por servicios,0.00,38000.00,Registro venta INV-00285,INV-00285,CC-100 Operaciones,Bruno Garcia 02 00001204
148,2026-05-05,2100,Cuentas por pagar,0.00,35699.00,Registro factura INV-00130,INV-00130,CC-100 Operaciones,Bruno Garcia 08 00001204
149,2026-03-22,1020,Bancos,0.00,37806.72,Pago factura INV-00160,INV-00160,CC-100 Operaciones,Bruno Garcia 02 00001204
150,2026-04-22,5000,Gastos operativos,69173.00,0.00,Registro factura INV-00352,INV-00352,CC-100 Operaciones,Elena Mora 05 00001204
151,2026-04-28,2100,Cuentas por pagar,0.00,27272.76,Registro factura INV-00174,INV-00174,CC-100 Operaciones,Ana Ruiz 07 00001204
152,2026-06-17,2100,Cuentas por pagar,0.00,20757.04,Registro factura INV-00033,INV-00033,CC-100 Operaciones,Ana Ruiz 07 00001204
153,2026-03-20,5000,Gastos operativos,20228.00,0.00,Registro factura INV-00242,INV-00242,CC-100 Operaciones,Bruno Garcia 02 00001204
154,2026-01-14,2100,Cuentas por pagar,0.00,25422.56,Registro factura INV-00164,INV-00164,CC-100 Operaciones,Elena Mora 05 00001204
155,2026-06-30,1020,Bancos,0.00,91872.00,Pago factura INV-00135,INV-00135,CC-100 Operaciones,Bruno Garcia 02 00001204
156,2026-06-30,2100,Cuentas por pagar,80834.60,0.00,Pago factura INV-00014,INV-00014,CC-100 Operaciones,Bruno Garcia 02 00001204
157,2026-04-04,1180,IVA acreditable,13692.16,0.00,Registro factura INV-00100,INV-00100,CC-100 Operaciones,Carla Soto 09 00001204
158,2026-04-20,2100,Cuentas por pagar,90879.04,0.00,Pago factura INV-00336,INV-00336,CC-100 Operaciones,Bruno Garcia 02 00001204
159,2026-05-05,2100,Cuentas por pagar,0.00,35338.24,Registro factura INV-00004,INV-00004,CC-100 Operaciones,Fabian Rios 06 00001204
160,2026-01-26,2100,Cuentas por pagar,39109.40,0.00,Pago factura INV-00133,INV-00133,CC-100 Operaciones,Bruno Garcia 02 00001204
161,2026-04-18,2100,Cuentas por pagar,0.00,61249.16,Registro factura INV-00076,INV-00076,CC-100 Operaciones,Carla Soto 09 00001204
162,2026-06-30,1020,Bancos,0.00,80516.76,Pago factura INV-00223,INV-00223,CC-100 Operaciones,Bruno Garcia 02 00001204
163,2026-06-24,1180,IVA acreditable,14909.28,0.00,Registro factura INV-00052,INV-00052,CC-100 Operaciones,Bruno Garcia 02 00001204
164,2026-05-17,1180,IVA acreditable,4771.84,0.00,Registro factura INV-00093,INV-00093,CC-100 Operaciones,Bruno Garcia 08 00001204
165,2026-04-21,1180,IVA acreditable,5029.76,0.00,Registro factura INV-00339,INV-00339,CC-100 Operaciones,Bruno Garcia 02 00001204
166,2026-02-12,2100,Cuentas por pagar,0.00,97993.32,Registro factura INV-00266,INV-00266,CC-100 Operaciones,Bruno Garcia 02 00001204
167,2026-03-05,2100,Cuentas por pagar,0.00,73332.88,Registro factura INV-00306,INV-00306,CC-100 Operaciones,Elena Mora 05 00001204
168,2026-03-24,2100,Cuentas por pagar,0.00,22479.64,Registro factura INV-00078,INV-00078,CC-100 Operaciones,Bruno Garcia 08 00001204
169,2026-01-19,1180,IVA acreditable,3600.00,0.00,Registro factura INV-00103,INV-00103,CC-100 Operaciones,Carla Soto 09 00001204
170,2026-03-17,5000,Gastos operativos,58272.00,0.00,Registro factura INV-00258,INV-00258,CC-100 Operaciones,Elena Mora 05 00001204
171,2026-01-28,1020,Bancos,0.00,76302.48,Pago factura INV-00061,INV-00061,CC-100 Operaciones,Bruno Garcia 02 00001204
172,2026-06-24,5000,Gastos operativos,93183.00,0.00,Registro factura INV-00052,INV-00052,CC-100 Operaciones,Bruno Garcia 02 00001204
173,2026-06-10,2100,Cuentas por pagar,54557.12,0.00,Pago factura INV-00269,INV-00269,CC-100 Operaciones,Bruno Garcia 02 00001204
174,2026-02-04,5000,Gastos operativos,14591.00,0.00,Registro factura INV-00019,INV-00019,CC-100 Operaciones,Bruno Garcia 08 00001204
175,2026-05-19,2100,Cuentas por pagar,0.00,89050.88,Registro factura INV-00171,INV-00171,CC-100 Operaciones,Diego Luna 10 00001204
176,2026-02-16,5000,Gastos operativos,72262.00,0.00,Registro factura INV-00152,INV-00152,CC-100 Operaciones,Bruno Garcia 08 00001204
177,2026-06-05,2100,Cuentas por pagar,0.00,88933.72,Registro factura INV-00186,INV-00186,CC-100 Operaciones,Carla Soto 09 00001204
178,2026-05-23,2100,Cuentas por pagar,0.00,55044.32,Registro factura INV-00358,INV-00358,CC-100 Operaciones,Fabian Rios 06 00001204
179,2026-03-09,1020,Bancos,0.00,79288.32,Pago factura INV-00257,INV-00257,CC-100 Operaciones,Bruno Garcia 02 00001204
180,2026-06-05,1180,IVA acreditable,12266.72,0.00,Registro factura INV-00186,INV-00186,CC-100 Operaciones,Carla Soto 09 00001204
181,2026-03-27,2100,Cuentas por pagar,81606.00,0.00,Pago factura INV-00344,INV-00344,CC-100 Operaciones,Bruno Garcia 02 00001204
182,2026-06-05,2100,Cuentas por pagar,0.00,45314.24,Registro factura INV-00235,INV-00235,CC-100 Operaciones,Carla Soto 03 00001204
183,2026-03-01,1020,Bancos,0.00,88840.92,Pago factura INV-00079,INV-00079,CC-100 Operaciones,Bruno Garcia 02 00001204
184,2026-05-09,5000,Gastos operativos,70221.00,0.00,Registro factura INV-00224,INV-00224,CC-100 Operaciones,Fabian Rios 06 00001204
185,2026-05-23,1180,IVA acreditable,7592.32,0.00,Registro factura INV-00358,INV-00358,CC-100 Operaciones,Fabian Rios 06 00001204
186,2026-02-25,1020,Bancos,71340.00,0.00,Cobro factura INV-00328,INV-00328,CC-100 Operaciones,Bruno Garcia 02 00001204
187,2026-03-27,5000,Gastos operativos,47826.00,0.00,Registro factura INV-00057,INV-00057,CC-100 Operaciones,Carla Soto 09 00001204
188,2026-06-01,2100,Cuentas por pagar,59763.20,0.00,Pago factura INV-00179,INV-00179,CC-100 Operaciones,Bruno Garcia 02 00001204
189,2026-03-04,2100,Cuentas por pagar,28826.00,0.00,Pago factura INV-00153,INV-00153,CC-100 Operaciones,Bruno Garcia 02 00001204
190,2026-06-30,2100,Cuentas por pagar,94884.52,0.00,Pago factura INV-00094,INV-00094,CC-100 Operaciones,Bruno Garcia 02 00001204
191,2026-04-25,2100,Cuentas por pagar,0.00,67430.80,Registro factura INV-00159,INV-00159,CC-100 Operaciones,Bruno Garcia 08 00001204
192,2026-06-15,2100,Cuentas por pagar,0.00,49639.88,Registro factura INV-00112,INV-00112,CC-100 Operaciones,Elena Mora 05 00001204
193,2026-03-30,2100,Cuentas por pagar,0.00,72410.68,Registro factura INV-00039,INV-00039,CC-100 Operaciones,Bruno Garcia 08 00001204
194,2026-05-27,2100,Cuentas por pagar,34595.84,0.00,Pago factura INV-00093,INV-00093,CC-100 Operaciones,Bruno Garcia 02 00001204
