rfc,legal_name,registered_date,address,bank_clabe,category,contact_email
YQR730420BYJ,Servicios Insumos 00001104-009 SA de CV,2024-01-15,"Av. Industria 109, Monterrey, Nuevo Leon",646180000111189990,Insumos,contacto00001104-009@proveedor.example.mx
YQP711006BXJ,Servicios Consultoria 00001104-007 SA de CV,2022-08-15,"Av. Industria 107, Monterrey, Nuevo Leon",646180000111031611,Consultoria,contacto00001104-007@proveedor.example.mx
YRH890420CGJ,Servicios Tecnologia 00001104-025 SA de CV,2020-08-15,"Av. Industria 125, Monterrey, Nuevo Leon",646180000112457032,Tecnologia,contacto00001104-025@proveedor.example.mx
YRD850420CEJ,Servicios Mantenimiento 00001104-021 SA de CV,2021-04-15,"Av. Industria 121, Monterrey, Nuevo Leon",646180000112140271,Mantenimiento,contacto00001104-021@proveedor.example.mx
YSG840727CSW,Servicios Tecnologia 00001104-050 SA de CV,2020-06-15,"Av. Industria 150, Monterrey, Nuevo Leon",646180000114436789,Tecnologia,contacto00001104-050@proveedor.example.mx
YSB790420CQJ,Servicios Tecnologia 00001104-045 SA de CV,2020-01-15,"Av. Industria 145, Monterrey, Nuevo Leon",646180000114040832,Tecnologia,contacto00001104-045@proveedor.example.mx
YRX750420COJ,Servicios Mantenimiento 00001104-041 SA de CV,2021-06-15,"Av. Industria 141, Monterrey, Nuevo Leon",646180000113724078,Mantenimiento,contacto00001104-041@proveedor.example.mx
YSF830420CSJ,Servicios Insumos 00001104-049 SA de CV,2024-05-15,"Av. Industria 149, Monterrey, Nuevo Leon",646180000114357596,Insumos,contacto00001104-049@proveedor.example.mx
YRI900727CGW,Servicios Mantenimiento 00001104-026 SA de CV,2021-09-15,"Av. Industria 126, Monterrey, Nuevo Leon",646180000112536225,Mantenimiento,contacto00001104-026@proveedor.example.mx
YRS700113CLW,Servicios Mantenimiento 00001104-036 SA de CV,2021-01-15,"Av. Industria 136, Monterrey, Nuevo Leon",646180000113328128,Mantenimiento,contacto00001104-036@proveedor.example.mx
YQS740727BYW,Servicios Tecnologia 00001104-010 SA de CV,2020-02-15,"Av. Industria 110, Monterrey, Nuevo Leon",646180000111269182,Tecnologia,contacto00001104-010@proveedor.example.mx
YSC800727CQW,Servicios Mantenimiento 00001104-046 SA de CV,2021-02-15,"Av. Industria 146, Monterrey, Nuevo Leon",646180000114120024,Mantenimiento,contacto00001104-046@proveedor.example.mx
YQO700727BWW,Servicios Mantenimiento 00001104-006 SA de CV,2021-07-15,"Av. Industria 106, Monterrey, Nuevo Leon",646180000110952429,Mantenimiento,contacto00001104-006@proveedor.example.mx
YSH851006CTJ,Servicios Insumos 00001104-051 SA de CV,2021-07-15,"Av. Industria 151, Monterrey, Nuevo Leon",646180000114515972,Insumos,contacto00001104-051@proveedor.example.mx
YRM940727CIW,Servicios Tecnologia 00001104-030 SA de CV,2020-04-15,"Av. Industria 130, Monterrey, Nuevo Leon",646180000112852983,Tecnologia,contacto00001104-030@proveedor.example.mx
YQM980113BVW,Servicios Insumos 00001104-004 SA de CV,2024-05-15,"Av. Industria 104, Monterrey, Nuevo Leon",646180000110794043,Insumos,contacto00001104-004@proveedor.example.mx
YQL971006BVJ,Servicios Logistica 00001104-003 SA de CV,2023-04-15,"Av. Industria 103, Monterrey, Nuevo Leon",646180000110714858,Logistica,contacto00001104-003@proveedor.example.mx
YRR991006CLJ,Servicios Tecnologia 00001104-035 SA de CV,2020-09-15,"Av. Industria 135, Monterrey, Nuevo Leon",646180000113248936,Tecnologia,contacto00001104-035@proveedor.example.mx
YQT751006BZJ,Servicios Mantenimiento 00001104-011 SA de CV,2021-03-15,"Av. Industria 111, Monterrey, Nuevo Leon",646180000111348375,Mantenimiento,contacto00001104-011@proveedor.example.mx
YQK960727BUW,Servicios Consultoria 00001104-002 SA de CV,2022-03-15,"Av. Industria 102, Monterrey, Nuevo Leon",646180000110635665,Consultoria,contacto00001104-002@proveedor.example.mx
YRF871006CFJ,Servicios Logistica 00001104-023 SA de CV,2023-06-15,"Av. Industria 123, Monterrey, Nuevo Leon",646180000112298657,Logistica,contacto00001104-023@proveedor.example.mx
YRO960113CJW,Servicios Consultoria 00001104-032 SA de CV,2022-06-15,"Av. Industria 132, Monterrey, Nuevo Leon",646180000113011367,Consultoria,contacto00001104-032@proveedor.example.mx
YQZ810420CCJ,Servicios Consultoria 00001104-017 SA de CV,2022-09-15,"Av. Industria 117, Monterrey, Nuevo Leon",646180000111823515,Consultoria,contacto00001104-017@proveedor.example.mx
YRV731006CNJ,Servicios Insumos 00001104-039 SA de CV,2024-04-15,"Av. Industria 139, Monterrey, Nuevo Leon",646180000113565693,Insumos,contacto00001104-039@proveedor.example.mx
YRT710420CMJ,Servicios Consultoria 00001104-037 SA de CV,2022-02-15,"Av. Industria 137, Monterrey, Nuevo Leon",646180000113407311,Consultoria,contacto00001104-037@proveedor.example.mx
YSA780113CPW,Servicios Insumos 00001104-044 SA de CV,2024-09-15,"Av. Industria 144, Monterrey, Nuevo Leon",646180000113961640,Insumos,contacto00001104-044@proveedor.example.mx
YRG880113CFW,Servicios Insumos 00001104-024 SA de CV,2024-07-15,"Av. Industria 124, Monterrey, Nuevo Leon",646180000112377840,Insumos,contacto00001104-024@proveedor.example.mx
YRN951006CJJ,Servicios Mantenimiento 00001104-031 SA de CV,2021-05-15,"Av. Industria 131, Monterrey, Nuevo Leon",646180000112932175,Mantenimiento,contacto00001104-031@proveedor.example.mx
YRJ911006CHJ,Servicios Consultoria 00001104-027 SA de CV,2022-01-15,"Av. Industria 127, Monterrey, Nuevo Leon",646180000112615418,Consultoria,contacto00001104-027@proveedor.example.mx
YSD811006CRJ,Servicios Consultoria 00001104-047 SA de CV,2022-03-15,"Av. Industria 147, Monterrey, Nuevo Leon",646180000114199217,Consultoria,contacto00001104-047@proveedor.example.mx
YQN990420BWJ,Servicios Tecnologia 00001104-005 SA de CV,2020-06-15,"Av. Industria 105, Monterrey, Nuevo Leon",646180000110873236,Tecnologia,contacto00001104-005@proveedor.example.mx
YQV770420CAJ,Servicios Logistica 00001104-013 SA de CV,2023-05-15,"Av. Industria 113, Monterrey, Nuevo Leon",646180000111506751,Logistica,contacto00001104-013@proveedor.example.mx
YQU760113BZW,Servicios Consultoria 00001104-012 SA de CV,2022-04-15,"Av. Industria 112, Monterrey, Nuevo Leon",646180000111427568,Consultoria,contacto00001104-012@proveedor.example.mx
YRA820727CCW,Servicios Logistica 00001104-018 SA de CV,2023-01-15,"Av. Industria 118, Monterrey, Nuevo Leon",646180000111902708,Logistica,contacto00001104-018@proveedor.example.mx
YRZ771006CPJ,Servicios Logistica 00001104-043 SA de CV,2023-08-15,"Av. Industria 143, Monterrey, Nuevo Leon",646180000113882457,Logistica,contacto00001104-043@proveedor.example.mx
YRC840113CDW,Servicios Tecnologia 00001104-020 SA de CV,2020-03-15,"Av. Industria 120, Monterrey, Nuevo Leon",646180000112061088,Tecnologia,contacto00001104-020@proveedor.example.mx
YQQ720113BXW,Servicios Logistica 00001104-008 SA de CV,2023-09-15,"Av. Industria 108, Monterrey, Nuevo Leon",646180000111110804,Logistica,contacto00001104-008@proveedor.example.mx
YRP970420CKJ,Servicios Logistica 00001104-033 SA de CV,2023-07-15,"Av. Industria 133, Monterrey, Nuevo Leon",646180000113090553,Logistica,contacto00001104-033@proveedor.example.mx
YSE820113CRW,Servicios Logistica 00001104-048 SA de CV,2023-04-15,"Av. Industria 148, Monterrey, Nuevo Leon",646180000114278400,Logistica,contacto00001104-048@proveedor.example.mx
